thread_name,thread_url,engine_code,engine_spec,prod_year,message,reason
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Oktay abi: Bu naylon o kadar gelismis degil. Ariza isi vs. hak getire. Tabi led hem aydinlatma hemde gorunus bakimindan daha guzel olur. Kisa zamanda degisim yapilmali. Aracin donanimi Otantik mi? Bildigim ciftli lamba expression'dan itibaren var. Bu arada bahsettigim megane 3 aydinlatmasi bu Tabi Led takilmis hali olabilir.,mechanical_or_context_signal
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,gayet guzel gorunuyor isik az ama yeterli.benim tavan lambasi projektor gibi.,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Megane 2 ve 3 lerde aynisini kullanmislar demekki. Evet yeni taktigim bu. Resimdeki de led'li olmali. Arac en otantiginden. Express falan hak getire,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Beni tirmalayan mimli cikti, 2 hafta evvel baska birine pati atmis, arkadas hala yasiyor. Bu sabah baktim, yine yemek yiyor. Hala hayattayim",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Urunlerim geldi, cok begendim. 4 adet geldi, 3'unu tavan lambama, son kalani plakaya taktim. Plaka sari-beyaz aydinlaninca bi paket daha siparis gectim Cok memnunum valla Simdi Diadem ampullerden de alacagim gibi duruyor",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Bi yikatayim bu haftasonu su legeni ya. Bugun baktim, gri olmasina ragmen arac tozlu ya",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Sani: Naylonu fazla pis birakmamak lazim, sonra asinip delinmesin. Benim naylon fume, nispeten toz kir gostermiyor. Yine de beyaz olmasini isterdim, dert tasa olmazdi.",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Nerede yikatican, koskoca Besiktas ilcesinde adam gibi 1 yikamaci yok, sinir bir durum...",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Otim'de selenium'u gecince (gayrettepe yonune dogru) yol ikiye ayrilir, sagdan devam edince ilk yikamaci. Yaninda insaat var su anda. Hala adam gibi yikamacinin tarifini bekliyorum",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Sani bu gg'deki w5w'lardan mi aldin 4ledli? ben ebayden aldim ama gelmesini bekleyemeyecegim sanirim bir cift alicam gg'den plakaya taktiginin fotosu varsa koysana.. 11 Kasim 2010 tarihinde O?uz Alt?nada tarafindan duzenlendi,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Anladim, orasi devren kiralikti 2 ay once? , kuyruktur onu, kactan yikyor ic-dis?",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Su anda 20 den yikasin, op basina koy....",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Ne oldu, su ile sampuan'a %500 zam falan mi yaptilar???",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Su anda plakaligim aynen oyle. Yenisini takmadan cekeyim ben onu aksama. Nisantasi'nda oturan biri olarak, altunizade'ye gitmek: 30dk. arabanin yikanmasini beklemek: 2 saat. verecegim muhtemel 40tl, paha bicilemez!",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,sani arabani senden baska kimse iyi yikayamaz bosuna arama.,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Ona %100 eminim, eski KA'mi tam 1 saat ben yikardim. Evden kactane bez cope gitti Ama artik vaktim yok maalesef",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,ben gece 2 de yikadim sokak lambasinin altinda.sende yaparsin.ha nolur sokak delisi olursun o baska.,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Istinye Carrefoure disinda yikamaci acilmis, 13 TL; iz birakmadan da kuruluyorlar. Mekan ferah. Yikama sonrasi kaput-bagaja islak cilami kendim fisladim.",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Bugun arkaya sony'nin 1326se modelinden montajini yaptirip bagaja da lamba koydurdum. Bi de yikattim bi guzel. Gecen gunde on sinyalleri OSRAM Diadem'lerle degismistim. Yarin sunlarin bi fotograflarini cekeyim gunduz gozuyle,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"IStinye Mais e kapidan ugramistim, profesyonel calisma gorunumu mevcut. Ne hoparloru? nereye takildi? Kapiya mi?",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Bir ust iletimde yazmistim abi, arka kapiya tesisati Rhoono cekmis, bende hoparlor taktirdim. Sony XS-F1326SE Tam istedigim sesi elde ediyorum su an. Ic dikiz aynam baslarda titremeye basladi",mechanical_or_context_signal
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Ne yeri,plakayi bile aydinlatmasin. Sizin orada ""gamara"" yok heralde.",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Bugun satici ile gorustum, bayramdan sonra daha kuvvetli ve parlak olanlarini saticakmis ondan alirsiniz dedi bayramda da sari sari gezicez napalim",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"ben iceriye dokunmayacagim, plakalar ile kapi altindakileri degistiricem bakalim bayramdan sonra artik 13 Kasim 2010 tarihinde O?uz Alt?nada tarafindan duzenlendi",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Plaka lambalarini sunla degistirsem uyar mi acep? Niye diye soracak olursaniz, taktigim led'ler tek yonlu oldugu icin rakamlarin sonu gozukmuyor. Aydinlatmalari super bu arada. 1 senedir, gece gunduz acik gezerim farlari, 7500km oldu, lambalar hala yanar...",mechanical_or_context_signal
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Su an bunu kullaniyorum zaten. Ancak tek yonlu oldugundan plakadaki son iki rakam aydinlanmiyor. Ancak parlakligindan cok memnunum. Herkese tavsiye ederim.,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Ondan aldigim tum urunlerden ve birebir yardimlarindan cok memnunum. Bizim foruma gelsede, bi seyler paylassa iyi olurdu valla",medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Bana olmaz gibi geliyor ama canli gormek lazim.,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Git adam gibi megane 2 al ya nedir bu cile :d,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,Megane 2 mi? Alirsam Megane 4 alirim. 2 mi kaldi ya? 2 dedi ya..,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,2 yi soker 4 yazarsin. Tavani kesip isik takmaktan kolay olur,medium_length_no_noise
Clio Hb'de Tavan Lambasi Degisimi,https://www.otoclubturkiye.com/forum/topic/198246-clio-hbde-tavan-lambas%C4%B1-de%C4%9Fi%C5%9Fimi/,unknown,unknown,2010,"Sat bence bunu sifir dizel kangoo al, arkaya kuzu, koyun filan atarsin",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"Arkadaslar, basima geldi, bu sebeple paylasmak istiyorum. Asagidaki forumdan faydalanarak sorunumu cozdum. Gecen sabah arabaya binip akvaryum misali sesler duyunca kendim mudahele ettim. Yolcu tarafindaki gideri temizledim ancak sofor tarafini halledememistim. Istinye Renault'a goturdum, 10dk da temizledir. Durum riskli cunku su gideri tikandigi zaman havuz doluyor ve silecek motoru ve kablolaru icinde kaliyor. KONU Aman dikkat, yetkili servisinde silecek kolu veya motoru 400tl den basliyor...",mechanical_or_context_signal
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"Yok yahu, uye olmadan okunamayacagini bilmiyordum. Forumu ele gecirecegiz ya, bu sebeple rhonoo'cu kazandiriyorum Ben bi iki ayar cekerim simdi, herkes gorur ya",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"Naylondan hersey beklenir, merak ediyorum bizim basimiza ne zaman gelecek.",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"Gelmeden kontrol ettir. Silecek kolu yanarsa arac hareket edemiyor, cunku elektrik geldii anda dumanlar eslik ediyormus. Cok ceken var bu konuda. 3-6 ayda bir o izgara altini kontrol ettirmek lazim...",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,Kayit ol bolumunden uyelik sozlesmesinde Sartlari kabul etmiyorum tiklandiginda site aciliyor,medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"Gordumde sifir araaba bi tarafi da yanarsa, valla forum dilinden kurtulamayiz. Daha alali bir ay oldu, demekki 3-4 ay daha vaktimiz var, zaman zaman giderleri su ile kontrol ederim. Duman muhabbetini bende okudum, ancak bir kisinin basina gelmis olmasi da sasirtici, bizimki yanarsa garantinin basina eksiriz. Sani, ne kadar resimli gormus olsak da bu kanal temizligi muhabbeti kolay bir olay mi? En guzeli servis'in yolunu tutmak da belki kendimiz yapariz.",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,Vidalari sokmem ve uzun tornavida ile acmam 10-15dk mi aldi topu topu. Ama sofor tarafinda ulasamadim. ONun icin servise gittim mecburen. Orada da 2dk da hallettiler ucretsiz.,medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,"yasli ve hasta mondimin,bu ay basinda temizlik icin sokmustum silecek altlarini falan,mecburen agac altlarina parkettigim icin her tarafi yaprakla dolmus.giderler epey temizdi.yapraklarida ben temizledim.",medium_length_no_noise
Clio Iii Sahipleri,https://www.otoclubturkiye.com/forum/topic/198836-clio-iii-sahipleri/,CLIO_III,unknown,,Dokumani http://forum.clioiii.com dan izin alinarak ekliyorum. Herkes gorebilsin diye word e aktardim.,medium_length_no_noise
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,"Degerli forumdaslarim.Cok sevdigim bir arkadasim malesef ki 2004 model dizel clio sahibi. Aracin elektrik destekli direksiyon pompasi arizali, yan sanayisini alip taktik olmadi oda ariza yapti bizde geri iade ettik.Su anda bu aracin orjinal cikma direksiyon pompasina ihtiyaci var saglam bir cikma olsun..Ayrica 4 adet temiz cikma lastigede ihtiyacimiz var lastik ebatlarini daha sonra yazacagim... Aracin arizalarini giderdikten sonra satip dizel focus alacagiz ona gore...Tez zamanda toplamamiz lazim arabayi yardimci olun iste yav... Saygilarimla......",mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,Bir pompa icin naylon satilir mi? Nasil kandirabildin adami?,mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,"Direksiyonlari tamir ediliyor. Bende R19 vardi elektirik tahrikli. Direksiyon pompasi sokulecek, elektrik motoru sokulecek. Fircalar var 4 adet (sanayide komur diyorlar) onlar yenilenecek. Mumkunse bir daha kolay kolay atmasin diye gumus kaynagi yapilacak. Toplamda 50 lira para harcanacak. Ustalar anlamiyordu. Ben burda sokturdum tarif edip yaptirmistim. Valeo marka olcak cok dehset paralar isteniyor. Bu arada pompasi bozukken direksiyonu cevirmek adama ter dokturtur.",mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,benim arkadasimdada 2005 clio var direksiyon pompasi bozuldu kartal sanayide sokuldu bostanci sanayide bu isin ustasi varmis orda tamir edildi 250 lira gibi masraf tuttu.sifirina 700 lira fiyat cekmislerdi.,mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,Ankarada yaptirabilecegimiz bir yer varmi........ Pompanin ocak batirani....,mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,Abi Izmirde bende kime gitsem yenisi takilcak dedi. Yasli bir ustayi ikna edip sokturdum yaptirdim. Yapan da benim sayemde ogrenmisti. Zor degil sokun elektirik motorunu 4 tane komur var 90 derece acili kopuksa deymiyorsa tam odur. Biz oyle tespit etmistik. Yapan bilen vardir ama Reno19 larin elektirik motorlu tahrikli olanlarin sikintisiydi.,mechanical_or_context_signal
Renault Pardon Naylon Direksiyon Pompasi Ihtiyaci,https://www.otoclubturkiye.com/forum/topic/229947-renault-pardon-naylon-direksiyon-pompas%C4%B1-ihtiyac%C4%B1/,unknown,unknown,2004,Yokmu oralarda paket yapta tircilarla gonderiver.Hayir islemis olursun...,medium_length_no_noise
Clio 2 On Teker Sorunu,https://www.otoclubturkiye.com/forum/topic/238507-clio-2-%C3%B6n-teker-sorunu/,CLIO_II,unknown,2001,Saygideger forum arkadaslarim ve abilerim sagolsun babamin destegiyle ekim ayinda clio 1.4 rta 2001 model bir arac aldim kilometresi 127 000 hic lpg takilmamis bir bayan kullanici araciydi daha once volvo s40 a isiklarda duramayip 30-40 km kadar bir hizla arkadan carpmis kaput lale olunca bizim arabanin plastik camurluklari da kirilmis tabi kaput camurluklar tampon degismis ama hasar yuzeysel saselerinde hic bir oynama soz konusu degilmis bakan usta boyle soyledi fiyat 13 000 tl klima cift airbag mevcut 8v tam sirali enjeksiyon olan cinsten lpg taktirdim yakit uzun yolda full klima ile litresi 2.70 tl olan gazdan hesaplanarak km basi 18krs cikti bizim fiestadan az yakiyor fakat turbonun keyfinden mahrum kaliyoruz tabiki =) Bir sorunum var su an farkettigim arac direksiyonu tam kirinca lastik davlumbazlara surtuyor boyutlar 175.65.14 normal sartlarda yapmamasi lazim hepsimi boyledir degilse neden yapabilir aracin direksiyonunu tam kirip baktigimda surttugu bariz belli boylece aksin bozuk olmasi gibi kotu bir ihtimal aklimdan cikmis oldu cozum onerilerinizi yazarsaniz sevinirim bu arac su an lpgli ve gece -5 derecelerin goruldugu kirikkalede yag olarak onerileriniz en son bakimda 20-50 koymuslar bana tuhaf geldi ama arac lifterli olmadigi icin bu yag daha uygun olurmus oyle dendi ama icim huzursuz bu konuda yanlis oldugunu dusunuyorum enjeksiyonlu bir araca da sahin yagi konmaz heralde =) fiyat yoruma aciktir cihaz kontroluyle ve tecrube ettirip baktirdim motor yuruyen aksam ic temizligi dosemeler kusursuz aracin 2. sahibi kendisi uzun oldu biraz ama kusura bakmayin tesekkurler Ayrica sol on rulman izmir-kirikkale arasi 765 km yolda bozuldu malum ogrencilik simdilik boyle biniyorum aksa zarar verip basima dert acarmi? 23 Aralik 2012 tarihinde Ismail Mumcu tarafindan duzenlendi,mechanical_or_context_signal
