issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,merged_from_issue_ids,model_scope,affected_engines_original,_scope_notes,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated
bonnet_catch_sticking,Secondary bonnet catch sticks,Bonnet catch sticking,body,structural,medium,high,[],,,"The secondary bonnet catch sticks, preventing proper closure or requiring a tool to open.",,,[],Check bonnet catch operation during inspection.,1,1,"[{""video_id"": ""NJuwqd10jpk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]","[""1.4"", ""1.4_FSI"", ""1.4_TSI"", ""1.6"", ""1.6_FSI"", ""1.9_TDI"", ""2.0_FSI"", ""2.0_SDI"", ""2.0_TDI_PD"", ""2.0_TFSI"", ""3.2_R32""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2003-2009""], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2003-2009"", ""fallback_window_source"": ""engine""}",
boost_pipe_oil_leak,Boost pipe oil leak,Boost pipe leak,engine,fluid_leak,medium,medium,"[""2.0_FSI"", ""2.0_TFSI""]",,60k-120k km,Oil is leaking from a boost pipe connection.,Failed seals or loose clamps at intercooler/boost pipe connections,Replace seals or tighten/replace clamps,"[""Oil residue around boost pipes"", ""Reduced boost pressure""]",Inspect boost pipe connections and intercooler for oil seepage.,1,1,"[{""video_id"": ""DsTJ1tT2OH0"", ""title"": ""How NOT To Buy a MK5 VW GTI"", ""channel"": ""HumbleMechanic"", ""video_type_category"": ""organic"", ""trim"": ""GTI""}]",youtube,medium,Common on turbocharged engines; can indicate PCV system issues.,1,,"[""all_vw_golf_mk5""]",,,"{""GTI"": 1}",1,GTI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2004-2009""], ""from_model_scope_window"": [""2004-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2004-2009"", ""fallback_window_source"": ""engine""}",
brake_pad_sensor_connector_failure,Brake pad sensor connector failure,Brake sensor connector,brakes,sensor_fault,low,high,[],,,Brake pad warning light remains on despite new pads due to broken sensor connector terminals.,Broken or corroded terminals in the brake pad wear sensor connector.,Repair or replace the sensor connector.,"[""Brake pad warning light illuminated with new pads""]",Inspect the brake pad wear sensor connector for damage during pad replacement.,1,1,"[{""video_id"": ""EpgWWrcrYnk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]","[""1.9_TDI""]","[""system_component=brakes is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2003-2008""], ""from_model_scope_window"": [""2003-2008""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2003-2008"", ""fallback_window_source"": ""engine""}",
cam_follower_wear,High-pressure fuel pump cam follower wear,Cam follower wear,fuel,wear_item,high,high,"[""2.0_TFSI""]",,,"Can cause severe engine damage if it fails, often requiring preventative replacement.",,,[],,1,1,"[{""video_id"": ""AbWMQSN1bVA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2004-2009""], ""from_model_scope_window"": [""2004-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2004-2009"", ""fallback_window_source"": ""engine""}",
carbon_buildup_oil_consumption_1_4,Carbon buildup and oil consumption on 1.4,Carbon/oil consumption,engine,chronic_failure,medium,medium,"[""1.4""]",,,Carbon buildup and increased oil consumption can occur.,,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2003-2008""], ""from_engine_production_windows"": [""2003-2006""], ""from_model_scope_window"": [""2003-2006""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2006""}",2003-2006
carbon_buildup_spark_plugs,Spark plug carbon buildup,Carbon fouling,engine,wear_item,low,medium,"[""1.6_FSI""]",2005,,"Spark plugs are carboned up, though not wet with oil or fuel.",Incomplete combustion or rich fuel mixture,Clean or replace spark plugs,"[""Rough idle"", ""Reduced fuel economy""]",,1,1,"[{""video_id"": ""Ka4-WywWG9U"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2005"", ""from_llm_year_parsed"": [""2005""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2003-2008""], ""from_model_scope_window"": [""2003-2008""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2005""}",2005
coil_pack_failure,Ignition coil pack failure,Coil pack,electrical,intermittent_fault,medium,high,[],2005,,"Severe engine misfire and shaking, with flashing engine management light.",,Replace faulty coil pack,"[""Misfire under load"", ""Flashing check engine light""]",,1,1,"[{""video_id"": ""Ka4-WywWG9U"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]","[""1.6_FSI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2005"", ""from_llm_year_parsed"": [""2005""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2003-2008""], ""from_model_scope_window"": [""2003-2008""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2005""}",2005
cv_boot_split,Outer CV boot split,CV boot split,suspension,wear_item,medium,medium,[],,80k-150k km,The rubber boot on the CV joint is torn open.,"Rubber degradation, age, or damage",Replace CV boot and repack with grease,"[""Grease slung around wheel well"", ""Clicking noise on turns""]","Visually inspect both front CV boots for tears, cracks, or grease leakage.",1,1,"[{""video_id"": ""DsTJ1tT2OH0"", ""title"": ""How NOT To Buy a MK5 VW GTI"", ""channel"": ""HumbleMechanic"", ""video_type_category"": ""organic"", ""trim"": ""GTI""}]",youtube,medium,"If left unfixed, leads to CV joint failure.",1,,"[""all_vw_golf_mk5""]","[""all""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""GTI"": 1}",1,GTI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2003-2009"", ""fallback_window_source"": ""model_window""}",
damaged_cable_harness_engine,Damaged cable harness in engine,Cable harness damage,electrical,wear_item,medium,medium,[],,,The cable harness in the engine compartment can become damaged.,,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2003-2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2008""}",2003-2008
diverter_valve_failure,Diverter valve diaphragm failure,Diverter valve,engine,chronic_failure,medium,high,"[""2.0_TFSI""]",,,Car feels underpowered and does not boost properly.,Failed diaphragm in diverter valve,Replace diverter valve,"[""Lack of turbo boost"", ""Whistling or hissing noises""]",,1,1,"[{""video_id"": ""AbWMQSN1bVA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2004-2009""], ""from_model_scope_window"": [""2004-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2004-2009"", ""fallback_window_source"": ""engine""}",
dsg_gearbox_problems,DSG gearbox electronic or mechanical problems,DSG Issues,gearbox,intermittent_fault,high,medium,[],,,The DSG automatic gearbox can have electronic or mechanical problems.,"Mechatronic unit failure, clutch wear, or electronic control faults.",Diagnosis and repair or replacement of mechatronic unit or clutches.,"[""Jerky shifts"", ""Gearbox warning light"", ""Slipping clutches"", ""Delayed engagement""]",Test drive for smooth shifts. Check for fault codes and service history of gearbox oil changes.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,"Applies to both DQ200 (dry) and DQ250 (wet) DSG units, though specific faults may differ.",1,,"[""auto_only""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2003-2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2008""}",2003-2008
dsg_park_latch_failure,DSG does not hold in park,DSG park failure,gearbox,chronic_failure,high,medium,"[""2.0_TFSI""]",,,The car rolls when placed in the park gear position.,Faulty park lock mechanism or linkage in DSG transmission,Repair or replace park lock mechanism,"[""Difficulty engaging park"", ""Unusual noises from shifter""]","On a slope, place car in park, release brake, and check if it holds; inspect shifter mechanism.",1,1,"[{""video_id"": ""DsTJ1tT2OH0"", ""title"": ""How NOT To Buy a MK5 VW GTI"", ""channel"": ""HumbleMechanic"", ""video_type_category"": ""organic"", ""trim"": ""GTI""}]",youtube,medium,Safety critical issue; requires immediate attention.,1,,"[""all_vw_golf_mk5""]",,,"{""GTI"": 1}",1,GTI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2004-2009""], ""from_model_scope_window"": [""2004-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2004-2009"", ""fallback_window_source"": ""engine""}",
early_cars_rust,Rust on wheel arches,Wheel arch rust,body,structural,medium,high,[],very early cars,,Body rust appears on the wheel arches.,,Body repair and rust treatment.,[],Inspect wheel arches and underbody for rust.,1,1,"[{""video_id"": ""NJuwqd10jpk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]","[""1.4"", ""1.4_FSI"", ""1.4_TSI"", ""1.6"", ""1.6_FSI"", ""1.9_TDI"", ""2.0_FSI"", ""2.0_SDI"", ""2.0_TDI_PD"", ""2.0_TFSI"", ""3.2_R32""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""very early cars"", ""from_llm_year_parsed"": [""2003-2005""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2003-2009""], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2005""}",2003-2005
electric_radiator_cooling_fan_failure,Electric radiator cooling fan failure,Cooling fan failure,cooling,chronic_failure,medium,medium,[],,,The electric radiator cooling fan may fail.,,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2003-2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2008""}",2003-2008
electrical_fault_cut_out,Random engine cut-out fault,Engine cut-out,electrical,intermittent_fault,high,medium,[],,,The engine cuts out randomly without warning and then cannot be restarted.,"Possible fuel pump relay, crank sensor, or main electrical fault.","Diagnose electrical supply, relays, and sensors.","[""Intermittent stalling"", ""No-start condition after stalling""]",Check for fault codes and inspect fuel pump relay and crank sensor connections.,1,1,"[{""video_id"": ""actmbuVmHeA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,low,Engine specificity not provided.,1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2003-2009"", ""fallback_window_source"": ""model_window""}",
electrical_system_faults,Common electrical system faults,Electrical faults,electrical,intermittent_fault,medium,high,[],,,Multiple electrical components may malfunction.,,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,"Consolidated from multiple specific electrical issues (central locking, window regulator, seat sensor, ABS/ESP sensors, brake light switch, light condensation).",1,,"[""all_vw_golf_mk5""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2003-2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2003-2009""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2003-2008""}",2003-2008
