issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
fuel_pump_nickel_plating_flaking,Fuel pump nickel plating flaking and recall,Fuel Pump Issues,fuel,chronic_failure,high,medium,"[""all""]",2015,,Fuel pump fails due to flaking nickel plating. Potential fire hazard due to accumulation in the fuel tank suction pump.,Degradation of nickel plating inside fuel pump. Design or manufacturing flaw leading to recall.,Replace the fuel pump assembly. Check for and address any open recalls.,"[""Engine stalling"", ""Loss of power"", ""Fuel delivery issues""]","Check service history for fuel pump replacement, especially on 2015 models. Check for any open recalls related to the fuel system.",2,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""2X5bj2gX5z4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged fuel pump flaking and fuel tank suction pump recall issues. Specific to 2015 model year mention for flaking.,2
carbon_buildup_intake_valves,Carbon buildup on intake valves from direct injection,Carbon Buildup,engine,chronic_failure,medium,high,"[""1.0_TSI"", ""1.2_TSI"", ""1.4_TSI"", ""1.5_TSI"", ""2.0_TSI""]",,,"Reduced engine performance, rough idle, or misfires due to carbon deposits on intake valves.",Direct injection fuel system,Intake valve cleaning (walnut blasting),"[""Rough idle"", ""Loss of power"", ""Misfires""]",Check for rough idle or performance loss; consider valve inspection if high mileage.,2,1,"[{""video_id"": ""FxfcS30ulZ4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}, {""video_id"": ""4f1aVIA801g"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common in direct injection petrol engines without port injection.,2
carbon_buildup_intake_valves,Carbon buildup on intake valves from direct injection,Carbon Buildup,engine,chronic_failure,medium,high,"[""1.0_TSI"", ""1.2_TSI"", ""1.4_TSI"", ""1.5_TSI"", ""2.0_TSI""]",,,"Reduced engine performance, rough idle, or misfires due to carbon deposits on intake valves.",Direct injection fuel system,Intake valve cleaning (walnut blasting),"[""Rough idle"", ""Loss of power"", ""Misfires""]",Check for rough idle or performance loss; consider valve inspection if high mileage.,2,1,"[{""video_id"": ""FxfcS30ulZ4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}, {""video_id"": ""4f1aVIA801g"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common in direct injection petrol engines without port injection.,2
timing_chain_tensioner_failure,Timing chain tensioner failure on TSI engines,Timing Chain Tensioner,engine,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI""]",,,"Rattling noise from engine, potential for catastrophic engine failure if timing chain jumps.",Faulty tensioner design,Replace timing chain and tensioner,"[""Engine rattling on startup"", ""Timing-related noise""]",Listen for rattling on cold start; check service history for tensioner replacement.,2,1,"[{""video_id"": ""FxfcS30ulZ4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}, {""video_id"": ""4f1aVIA801g"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Critical issue; can lead to engine destruction if not addressed.,2
ea288_timing_belt_side_issues,EA288 diesel timing belt side component failures,Timing Belt Issues,engine,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,"before 200,000 km","Strange hissing, chirping, or squeaking noises from timing belt area after cold start; coolant leak or failure; oil leak from front crankshaft seal; belt particles clogging oil strainer leading to low oil pressure.","Premature failure of timing belt tensioner, water pump seal, front crankshaft seal, or oil pump belt disintegration.","Replace timing belt and tensioner assembly, water pump, front crankshaft seal, oil pump belt, and clean oil strainer.","[""Hissing or squeaking noise on cold start"", ""Coolant leak"", ""Overheating"", ""Oil spots under car"", ""Low oil pressure warning"", ""Engine noise""]",Listen for unusual noises from timing belt cover on startup; check for coolant and oil leaks around timing belt area; inspect oil pump belt condition and oil for debris.,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Consolidates premature timing belt tensioner failure, water pump failure, front crankshaft seal oil leak, and oil pump belt disintegration from the same source video.",1
water_ingress_body_seals,Water ingress from door speaker and rear light seals,Water leaks,body,fluid_leak,medium,high,"[""all""]",,,"Water leaks into the cabin soaking carpets from door speaker seals, and into the boot from deteriorated rear light foam seals or a broken boot drain pipe.","Failed foam seals on rear lights, improper door speaker seal reinstallation, or fractured boot drain pipe.","Replace rear light seals, reseal door speakers, and inspect/replace boot drain pipe.","[""Damp carpets"", ""Water in boot"", ""Musty smell""]","Check boot spare wheel well and cabin carpets for dampness, inspect rear light seals and door speaker areas.",1,1,"[{""video_id"": ""qV3O9yHTuD8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,"Consolidates door speaker seal leak, boot drain pipe fracture, and rear light foam seal failure.",1
modern_reliability_decline,Modern reliability decline due to emissions systems,Reliability decline,other,chronic_failure,medium,medium,"[""1.0_TSI"", ""1.2_TSI"", ""1.4_TSI"", ""1.5_TSI"", ""1.6_TDI"", ""1.8_TSI"", ""2.0_TDI"", ""2.0_TSI""]",,,"The car is not as reliable as older generations like the Mk4, largely due to added emissions systems.",Increased complexity of modern emissions control systems.,Regular maintenance and proactive replacement of emissions-related components.,"[""Frequent warning lights"", ""Reduced performance""]","Review full service history, pay attention to any emissions-related fault codes.",1,1,"[{""video_id"": ""0mbw1oDtRC0"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
wiper_smearing,Driver's side wiper smears windscreen,Wiper smear,body,wear_item,low,high,"[""all""]",,,The driver's side wiper can smear the windscreen when it rains.,Worn wiper blade or improper arm alignment.,Replace wiper blade or adjust wiper arm.,"[""Streaking"", ""Reduced visibility""]",Test wipers in wet conditions during pre-purchase inspection.,1,1,"[{""video_id"": ""TPoLnxbsqUE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,high,,1
clogged_oil_scraper_rings,Clogged oil scraper rings causing high oil consumption,Oil Scraper Rings,engine,chronic_failure,high,high,"[""2.0_TDI""]",,,"Excessive oil consumption, sometimes as high as one liter per thousand kilometers.",Clogged oil scraper rings,Engine repair or piston ring replacement,"[""Rapid oil level drop"", ""Blue exhaust smoke""]",Check oil consumption history and for signs of blue smoke from exhaust,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
coolant_degradation_clogging,Coolant degradation and clogging,Coolant Clogging,cooling,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Coolant is dark with deposits, causing clogging of the heater core and potential overheating.",Coolant degradation and deposit formation,Flush cooling system and replace coolant,"[""Poor heater performance"", ""Overheating"", ""Discolored coolant""]",Inspect coolant color and clarity; check for overheating history,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
water_pump_failure,Water pump failure causing coolant leak or overheating,Water Pump Failure,cooling,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,"before 200,000 km",Coolant leak or failure of the water pump; engine overheats because coolant does not circulate.,"Premature wear, seal failure, or water pump cover mechanism stuck closed.",Replace water pump assembly.,"[""Coolant leak"", ""Overheating"", ""No coolant flow""]","Check for coolant leaks around the water pump, monitor coolant level, and check for overheating issues and coolant circulation.",1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,Merged 'Premature water pump failure' and 'Water pump cover stuck closed causing overheating' as related cooling system failures.,1
oil_pump_belt_disintegration,Oil pump belt disintegration clogging oil strainer,Oil Pump Belt,engine,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Belt particles clog the oil strainer, leading to lower oil pressure.",Belt disintegration,Replace oil pump belt and clean oil strainer,"[""Low oil pressure warning"", ""Engine noise""]",Inspect oil pump belt condition during service; check for debris in oil,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
clogged_oil_scraper_rings,Clogged oil scraper rings causing high oil consumption,Oil Scraper Rings,engine,chronic_failure,high,high,"[""2.0_TDI""]",,,"Excessive oil consumption, sometimes as high as one liter per thousand kilometers.",Clogged oil scraper rings,Engine repair or piston ring replacement,"[""Rapid oil level drop"", ""Blue exhaust smoke""]",Check oil consumption history and for signs of blue smoke from exhaust,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
front_crankshaft_seal_oil_leak,Front crankshaft seal oil leak,Crankshaft Seal Leak,engine,fluid_leak,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,Oil leak from the front crankshaft seal on the timing belt side.,Seal failure,Replace front crankshaft seal,"[""Oil spots under car"", ""Low oil level""]",Check for oil leaks around the timing belt cover area,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
coolant_degradation_clogging,Coolant degradation and clogging,Coolant Clogging,cooling,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Coolant is dark with deposits, causing clogging of the heater core and potential overheating.",Coolant degradation and deposit formation,Flush cooling system and replace coolant,"[""Poor heater performance"", ""Overheating"", ""Discolored coolant""]",Inspect coolant color and clarity; check for overheating history,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
premature_front_wheel_bearing_failure,Premature front wheel bearing failure,Wheel Bearing,suspension,wear_item,medium,high,"[""all""]",,,Hearing a groaning sound while driving.,Premature bearing wear,Replace front wheel bearing,"[""Groaning or humming noise from wheels""]","Listen for unusual noises while driving, especially when turning",1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
turbo_seizure_2015_models,Turbo seizure and failure,Turbo Failure,engine,chronic_failure,high,medium,"[""all""]",2015,,Turbo completely seizes up and fails.,Turbocharger seizure,Replace turbocharger,"[""Loss of power"", ""Unusual turbo noises""]",Check for turbo performance and listen for abnormal sounds,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,Specific mention of 2015 model year,1
body_vent_seal_leak,Body vent seal water ingress into boot,Boot Water Leak,body,fluid_leak,low,high,"[""all""]",,,Water leaks into the boot area through the rubber seals around the body vent holes.,Failed or degraded rubber seals,Replace or reseal vent seals,"[""Dampness or water in boot"", ""Mold smell""]",Check boot interior for signs of water ingress or moisture,1,1,"[{""video_id"": ""qV3O9yHTuD8"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
water_pump_cover_stuck_closed,Water pump cover stuck closed causing overheating,Water Pump Cover,cooling,intermittent_fault,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,Engine overheats because the coolant does not circulate.,Water pump cover mechanism stuck closed,Repair or replace water pump assembly,"[""Engine overheating"", ""No coolant flow""]",Check for overheating issues and coolant circulation,1,1,"[{""video_id"": ""ce2WTs_uBos"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
premature_front_wheel_bearing_failure,Premature front wheel bearing failure,Wheel Bearing,suspension,wear_item,medium,high,"[""all""]",,,Hearing a groaning sound while driving.,Premature bearing wear,Replace front wheel bearing,"[""Groaning or humming noise from wheels""]","Listen for unusual noises while driving, especially when turning",1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
body_vent_seal_leak,Body vent seal water ingress into boot,Boot Water Leak,body,fluid_leak,low,high,"[""all""]",,,Water leaks into the boot area through the rubber seals around the body vent holes.,Failed or degraded rubber seals,Replace or reseal vent seals,"[""Dampness or water in boot"", ""Mold smell""]",Check boot interior for signs of water ingress or moisture,1,1,"[{""video_id"": ""qV3O9yHTuD8"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,,1
direct_injection_carbon_buildup,Carbon buildup on intake valves,Carbon Buildup,engine,wear_item,medium,high,"[""all""]",,80k-120k km,"Causes bad fuel economy, rough idle, and misfires.",Direct injection design allows carbon to accumulate on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of the intake valves if high mileage.,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common issue on direct injection petrol engines.,1
plastic_oil_drain_plug_leak,Plastic oil drain plug leaks,Oil Drain Plug Leak,engine,fluid_leak,low,medium,"[""all""]",,,The plastic drain plug can leak and the plastic oil pan can become damaged.,Plastic drain plug design prone to wear or damage.,Replace with an aftermarket metal drain plug or new plastic plug.,"[""Oil spots under car"", ""Low oil level""]",Inspect oil pan and drain plug area for leaks during oil changes.,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_pump_nickel_plating_flaking,Fuel pump nickel plating flaking,Fuel Pump Flaking,fuel,chronic_failure,medium,medium,"[""all""]",2015,,Fuel pump fails due to flaking nickel plating.,Degradation of nickel plating inside fuel pump.,Replace the fuel pump assembly.,"[""Engine stalling"", ""Loss of power"", ""Fuel delivery issues""]","Check service history for fuel pump replacement, especially on 2015 models.",1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Specific to 2015 model year mention.,1
direct_injection_carbon_buildup,Carbon buildup on intake valves,Carbon Buildup,engine,wear_item,medium,high,"[""all""]",,80k-120k km,"Causes bad fuel economy, rough idle, and misfires.",Direct injection design allows carbon to accumulate on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of the intake valves if high mileage.,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common issue on direct injection petrol engines.,1
early_turbo_failure,Early turbo prone to blowing,Turbo Failure,engine,chronic_failure,high,medium,"[""all""]",early 2015 models,,Turbocharger failure or blowing up.,Potential manufacturing or design flaw in early turbos.,Replace turbocharger assembly.,"[""Loss of boost"", ""Excessive smoke from exhaust"", ""Unusual turbo noises""]",Listen for unusual whistling or grinding noises from turbo. Check for excessive oil consumption or smoke.,1,1,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Mentioned specifically for early 2015 models.,1
coolant_leak_thermostat_water_pump,Coolant leak from thermostat or water pump,Coolant leak,cooling,fluid_leak,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Fluid puddle under the car indicating a coolant leak.,,,[],Check for coolant stains or puddles under the engine bay.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
dsg_gear_selector_fault,DSG gear selector warning fault,DSG selector fault,gearbox,sensor_fault,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Gear selector warning flashes on dash when moving out of park.,,,[],Test the gear selector through all positions and check for warning lights.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
start_button_finish_flaking,Start button finish flakes off,Start Button Wear,electrical,wear_item,low,medium,"[""all""]",,,The finish on the start button tends to flake off relatively quick.,Wear on the button coating from frequent use.,Replace start button or apply a protective cover.,"[""Worn appearance of start button""]",Visually inspect the start button for wear or flaking.,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Cosmetic issue.,1
coolant_leak_thermostat_water_pump,Coolant leak from thermostat or water pump,Coolant leak,cooling,fluid_leak,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Fluid puddle under the car indicating a coolant leak.,,,[],Check for coolant stains or puddles under the engine bay.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
dsg_gear_selector_fault,DSG gear selector warning fault,DSG selector fault,gearbox,sensor_fault,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Gear selector warning flashes on dash when moving out of park.,,,[],Test the gear selector through all positions and check for warning lights.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
manual_clutch_slip_wear,Manual clutch slips and wears prematurely,Clutch wear,gearbox,wear_item,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,"Clutch slips or shreds, even with standard engine power.",,,[],Test clutch engagement for slipping during acceleration.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
rear_footwell_water_leak,Water leak into rear passenger footwell,Rear water leak,body,fluid_leak,low,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Damp or wet carpet in the rear passenger footwells.,,,[],Check rear footwell carpets for dampness or water stains.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
bonnet_release_cable_slip,Bonnet release cable slips off,Bonnet cable slip,body,intermittent_fault,low,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Bonnet release lever does not open the bonnet because the cable has slipped.,,,[],Test the bonnet release mechanism to ensure it operates smoothly.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_flap_lock_sticky,Fuel filler door lock sticks,Fuel flap sticky,fuel,intermittent_fault,low,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,Fuel filler door does not open correctly due to a sticky lock.,,,[],Test the fuel filler door release mechanism.,1,1,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
start_button_finish_flaking,Start button finish flakes off,Start Button Wear,electrical,wear_item,low,medium,"[""all""]",,,The finish on the start button tends to flake off relatively quick.,Wear on the button coating from frequent use.,Replace start button or apply a protective cover.,"[""Worn appearance of start button""]",Visually inspect the start button for wear or flaking.,1,1,"[{""video_id"": ""nQ13NQhis_E"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Cosmetic issue.,1
