issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
glossy_plastic_fingerprints_dust,Glossy plastic attracts fingerprints and dust,Fingerprint magnet,body,other,low,high,"[""1.4_EHYBRID""]",,,"The glossy black plastic trim on the dashboard gets dirty easily, showing fingerprints and dust marks.",Material choice,Regular cleaning with microfiber cloth.,"[""Visible smudges and dust on dashboard""]",Inspect interior trim under bright light for cleanliness and wear.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,high,,1
phev_boot_cable_storage,No dedicated storage for PHEV charging cables,No cable storage,body,structural,low,high,"[""1.4_EHYBRID""]",,,"There is no dedicated storage compartment for the charging cables in the plug-in hybrid version, forcing them to take up boot space.",Design omission,Use aftermarket storage bag or place cables in boot.,"[""Cables loose in boot""]",Check boot for included cables and assess available storage space.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,high,,1
gte_battery_degradation,Plug-in hybrid battery degradation and failure,PHEV battery failure,electrical,wear_item,high,high,"[""1.4_EHYBRID""]",,,High likelihood of needing a very expensive battery replacement due to natural degradation over time.,Natural battery degradation,Battery replacement,"[""Reduced electric range"", ""Battery warning light""]",Check the high-voltage battery's state of health via diagnostic scan.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
diesel_dpf_regeneration_issues,DPF regeneration failure on short trips,DPF clogging,exhaust,chronic_failure,high,high,"[""2.0_TDI""]",,,"Diesel particulate filter cannot complete regenerations due to short, stop-start journeys.",Short trips preventing active regeneration,Forced regeneration or DPF replacement,"[""DPF warning light"", ""Loss of power"", ""Increased fuel consumption""]",Check for DPF-related fault codes and soot/ash load levels via scan tool.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
glossy_plastic_fingerprints_dust,Glossy plastic attracts fingerprints and dust,Fingerprint magnet,body,other,low,high,"[""1.4_EHYBRID""]",,,"The glossy black plastic trim on the dashboard gets dirty easily, showing fingerprints and dust marks.",Material choice,Regular cleaning with microfiber cloth.,"[""Visible smudges and dust on dashboard""]",Inspect interior trim under bright light for cleanliness and wear.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,high,,1
phev_boot_cable_storage,No dedicated storage for PHEV charging cables,No cable storage,body,structural,low,high,"[""1.4_EHYBRID""]",,,"There is no dedicated storage compartment for the charging cables in the plug-in hybrid version, forcing them to take up boot space.",Design omission,Use aftermarket storage bag or place cables in boot.,"[""Cables loose in boot""]",Check boot for included cables and assess available storage space.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,high,,1
gte_battery_degradation,Plug-in hybrid battery degradation and failure,PHEV battery failure,electrical,wear_item,high,high,"[""1.4_EHYBRID""]",,,High likelihood of needing a very expensive battery replacement due to natural degradation over time.,Natural battery degradation,Battery replacement,"[""Reduced electric range"", ""Battery warning light""]",Check the high-voltage battery's state of health via diagnostic scan.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
diesel_dpf_regeneration_issues,DPF regeneration failure on short trips,DPF clogging,exhaust,chronic_failure,high,high,"[""2.0_TDI""]",,,"Diesel particulate filter cannot complete regenerations due to short, stop-start journeys.",Short trips preventing active regeneration,Forced regeneration or DPF replacement,"[""DPF warning light"", ""Loss of power"", ""Increased fuel consumption""]",Check for DPF-related fault codes and soot/ash load levels via scan tool.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
turbocharger_failure,Turbocharger failure,Turbo failure,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2"", ""EA888 Gen 3""]","pre-Mark 7, early Mark 7 generation",,Loss of boost pressure and potential turbocharger seizure.,Turbocharger design or component wear,Turbocharger replacement,"[""Loss of power"", ""Whining or grinding noises from turbo"", ""Excessive smoke from exhaust""]","Check for turbo shaft play, oil leaks, and listen for unusual noises.",1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Merged 'turbo_failure_gen1_gen2' and 'early_mk7_turbo_failure' as same component failure across generations.,1
timing_chain_tensioner_failure,Timing chain tensioner failure,Timing chain,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2""]",pre-Mark 7,,Potential for catastrophic engine damage from timing chain failure.,Tensioner design flaw,Timing chain and tensioner replacement,"[""Rattling noise from engine on startup"", ""Check engine light""]",Check service history for timing chain replacement; listen for startup rattle.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Well-documented issue in earlier EA888 generations.,1
carbon_buildup_intake_valves,Carbon buildup on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""EA888 Gen 1"", ""EA888 Gen 2""]",pre-Mark 7,,Engine runs rough or loses power due to intake valve deposits.,Direct injection fuel system design,Intake valve cleaning service,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Consider intake valve inspection if symptoms present.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Common in direct injection engines without port fuel injection.,1
carbon_buildup_intake_valves,Carbon buildup on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""EA888 Gen 1"", ""EA888 Gen 2""]",pre-Mark 7,,Engine runs rough or loses power due to intake valve deposits.,Direct injection fuel system design,Intake valve cleaning service,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Consider intake valve inspection if symptoms present.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Common in direct injection engines without port fuel injection.,1
timing_chain_tensioner_failure,Timing chain tensioner failure,Timing chain,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2""]",pre-Mark 7,,Potential for catastrophic engine damage from timing chain failure.,Tensioner design flaw,Timing chain and tensioner replacement,"[""Rattling noise from engine on startup"", ""Check engine light""]",Check service history for timing chain replacement; listen for startup rattle.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Well-documented issue in earlier EA888 generations.,1
turbocharger_failure,Turbocharger failure,Turbo failure,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2"", ""EA888 Gen 3""]","pre-Mark 7, early Mark 7 generation",,Loss of boost pressure and potential turbocharger seizure.,Turbocharger design or component wear,Turbocharger replacement,"[""Loss of power"", ""Whining or grinding noises from turbo"", ""Excessive smoke from exhaust""]","Check for turbo shaft play, oil leaks, and listen for unusual noises.",1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,Merged 'turbo_failure_gen1_gen2' and 'early_mk7_turbo_failure' as same component failure across generations.,1
pcv_valve_diaphragm_failure,PCV valve/diaphragm failure,PCV failure,engine,wear_item,medium,high,"[""EA888 Gen 3"", ""EA888 Gen 4""]",,,"Engine oil consumption, rough idle, or oil leaks.",PCV valve or diaphragm wear/rupture,PCV valve replacement,"[""Increased oil consumption"", ""Rough idle"", ""Oil leaks around valve cover""]",Check for oil leaks and monitor oil consumption.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,,1
pcv_valve_diaphragm_failure,PCV valve/diaphragm failure,PCV failure,engine,wear_item,medium,high,"[""EA888 Gen 3"", ""EA888 Gen 4""]",,,"Engine oil consumption, rough idle, or oil leaks.",PCV valve or diaphragm wear/rupture,PCV valve replacement,"[""Increased oil consumption"", ""Rough idle"", ""Oil leaks around valve cover""]",Check for oil leaks and monitor oil consumption.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,high,,1
evap_fuel_tank_pump_recall,EVAP system fuel tank pump recall,EVAP Recall,fuel,sensor_fault,medium,high,"[""2.0_TSI""]",2015 and 2016,,Clogged charcoal canister or EVAP system faults.,Faulty fuel tank pump/EVAP component.,Repair under recall 20Y6.,"[""EVAP fault codes"", ""Check engine light"", ""Fuel smell""]",Check vehicle history for recall 20Y6 completion.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,high,Official recall exists for specific model years.,1
evap_fuel_tank_pump_recall,EVAP system fuel tank pump recall,EVAP Recall,fuel,sensor_fault,medium,high,"[""2.0_TSI""]",2015 and 2016,,Clogged charcoal canister or EVAP system faults.,Faulty fuel tank pump/EVAP component.,Repair under recall 20Y6.,"[""EVAP fault codes"", ""Check engine light"", ""Fuel smell""]",Check vehicle history for recall 20Y6 completion.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,high,Official recall exists for specific model years.,1
