issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
dpf_clogging,Diesel particulate filter clogging,DPF clogging,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Vehicle lacks power, warning light for DPF, exhaust smell in engine bay, and rattling exhaust due to excessive back pressure. Can clog if long journeys are not regularly undertaken.",Insufficient regeneration cycles from short journeys.,Forced regeneration or replacement.,"[""DPF warning light"", ""loss of power"", ""exhaust smell in cabin""]",Check service history for DPF regenerations or replacements. Look for DPF warning lights or fault codes.,2,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}, {""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common on diesel engines used primarily for short trips.,2
carbon_buildup_intake_valves,Carbon buildup on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""1.4_TSI""]",,,Engine performance degradation and rough running.,Direct injection design leads to carbon accumulation on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Consider inspection via borescope if high mileage and symptoms present.,1,1,"[{""video_id"": ""V3O6BHi2-pg"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
dpf_system_failure,DPF system failure,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Diesel Particulate Filter system fails, leading to warning lights and reduced performance.",Clogging from short journeys preventing regeneration.,"Forced regeneration, cleaning, or replacement.","[""DPF warning light"", ""Loss of power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,chronic_failure,high,high,"[""1.6_TDI""]",,,"Fuel injectors prone to failure, requiring frequent replacement.",Design or manufacturing fault leading to premature wear.,Replace faulty injectors.,"[""Misfires"", ""Poor running"", ""Increased fuel consumption""]",Check for fault codes related to injectors; inquire about replacement history.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
oil_pump_belt_disintegration,Oil pump belt disintegration,Oil pump belt,engine,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"Rubber oil pump belt can disintegrate, clogging the oil strainer and reducing oil pressure.",Belt material degradation over time,Replace oil pump belt as a preventive maintenance item,"[""Low oil pressure warning""]",Check service history for belt replacement interval adherence.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
egr_valve_failure,EGR valve failure,EGR valve,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"EGR valve can be faulty, requiring replacement.",,Replace EGR valve,[],,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
wheel_bearing_failure,Wheel bearing failure,Wheel bearing issue,suspension,wear_item,medium,high,[],,,"Wheel bearings are a known issue, causing noise.",Premature wear or contamination.,Replace faulty wheel bearing.,"[""Humming or grinding noise from wheels"", ""Noise changes with speed""]",Listen for bearing noise during test drive; check for play.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
oil_pump_belt_disintegration,Oil pump belt disintegration,Oil pump belt,engine,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"Rubber oil pump belt can disintegrate, clogging the oil strainer and reducing oil pressure.",Belt material degradation over time,Replace oil pump belt as a preventive maintenance item,"[""Low oil pressure warning""]",Check service history for belt replacement interval adherence.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
egr_valve_failure,EGR valve failure,EGR valve,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"EGR valve can be faulty, requiring replacement.",,Replace EGR valve,[],,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,wear_item,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,200k km,"Injectors can be faulty, often after 200,000 km.",,Replace faulty injector(s),"[""Rough idle"", ""Misfire"", ""Poor fuel economy""]",Check for fault codes related to injectors on high-mileage cars.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
timing_chain_stretch,Timing chain stretching and high oil consumption,Timing chain stretch,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines.,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,wear_item,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,200k km,"Injectors can be faulty, often after 200,000 km.",,Replace faulty injector(s),"[""Rough idle"", ""Misfire"", ""Poor fuel economy""]",Check for fault codes related to injectors on high-mileage cars.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
diesel_emissions_recall,Volkswagen diesel emissions recall,Emissions recall,exhaust,other,low,high,"[""1.6_TDI"", ""2.0_TDI""]",between 2008 and 2012,,Vehicle was part of a manufacturer recall for emissions compliance.,Manufacturer recall,Software update and possible hardware modification performed by dealer,[],Verify recall work was completed through VW dealer records.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,high,"Not a mechanical failure, but a mandatory service action.",1
timing_chain_and_oil_consumption,Timing chain stretch and high oil consumption,Timing chain/oil,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines. High oil consumption is often linked.,1
diesel_emissions_recall,Volkswagen diesel emissions recall,Emissions recall,exhaust,other,low,high,"[""1.6_TDI"", ""2.0_TDI""]",between 2008 and 2012,,Vehicle was part of a manufacturer recall for emissions compliance.,Manufacturer recall,Software update and possible hardware modification performed by dealer,[],Verify recall work was completed through VW dealer records.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,high,"Not a mechanical failure, but a mandatory service action.",1
egr_valve_problems,EGR valve problems,EGR issues,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,There can be problems with the exhaust gas recirculation valve.,Carbon buildup from exhaust gases.,Cleaning or replacement of the EGR valve.,"[""loss of power"", ""rough idle"", ""check engine light""]",Check for fault codes related to EGR flow.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Often related to DPF clogging in diesel engines.,1
timing_belt_overdue,Timing belt overdue for replacement,Timing belt overdue,engine,wear_item,high,high,"[""2.0_TDI""]",,140000 km,"The timing belt appears to be the original at 140,000 miles and is overdue for replacement.",Age and mileage exceeding service interval.,"Replace timing belt, tensioner, and water pump.","[""no visible symptoms until failure"", ""check service history""]","Check service records for timing belt replacement. If unknown, assume it needs replacement.",1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item on belt-driven engines (EA189 diesel). Failure causes catastrophic engine damage.,1
exhaust_mount_failure,Exhaust system mounts broken,Exhaust mounts broken,exhaust,structural,medium,high,"[""2.0_TDI""]",,,"The entire exhaust system is hanging loose due to broken mounts, causing a rattling noise.",Corrosion or fatigue of rubber/metal mounts.,Replacement of broken exhaust hangers or mounts.,"[""rattling from undercarriage"", ""exhaust visibly hanging low""]",Visually inspect exhaust hangers and mounts for breaks or excessive corrosion.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,,1
charge_cooler_oil_leak,Charge cooler hose oil leak,Boost leak,engine,fluid_leak,medium,high,"[""2.0_TDI""]",,,"Oil leak observed from the charge cooler hose connection, potentially causing a boost leak.",Failed seal or loose connection at charge cooler hose.,Replace seal or tighten/replace hose connection.,"[""oil residue around charge cooler"", ""loss of boost pressure"", ""reduced performance""]",Inspect charge cooler and intercooler hoses for oil leaks and secure connections.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common on turbocharged diesel engines.,1
dpf_failure,Diesel particulate filter problems requiring replacement,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,120k-200k km,"The car had DPF problems, leading to a repair where the whole diesel particulate filter was swapped out.",Clogging from short trips preventing regeneration,DPF replacement or forced regeneration,"[""Warning light"", ""Reduced power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns (frequent short trips increase risk).,1,1,"[{""video_id"": ""pSXXj2fgMwc"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Common issue on diesel vehicles, especially with urban driving.",1
timing_belt_overdue,Timing belt overdue for replacement,Timing belt overdue,engine,wear_item,high,high,"[""2.0_TDI""]",,140000 km,"The timing belt appears to be the original at 140,000 miles and is overdue for replacement.",Age and mileage exceeding service interval.,"Replace timing belt, tensioner, and water pump.","[""no visible symptoms until failure"", ""check service history""]","Check service records for timing belt replacement. If unknown, assume it needs replacement.",1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item on belt-driven engines (EA189 diesel). Failure causes catastrophic engine damage.,1
carbon_buildup_intake_valves,Carbon buildup on direct injection intake valves,Carbon buildup,engine,chronic_failure,medium,high,"[""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,80k-150k km,"Rough idle, misfires, and loss of power due to carbon deposits on direct injection engine intake valves.",Lack of fuel wash over intake valves in direct injection engines,Walnut blasting or chemical cleaning of intake valves,"[""Rough idle"", ""Misfires"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of intake valves if high mileage and symptoms present.,1,1,"[{""video_id"": ""EonkR-ss2bs"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,high,Common issue on many direct injection petrol engines.,1
egr_valve_problems,EGR valve problems,EGR issues,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,There can be problems with the exhaust gas recirculation valve.,Carbon buildup from exhaust gases.,Cleaning or replacement of the EGR valve.,"[""loss of power"", ""rough idle"", ""check engine light""]",Check for fault codes related to EGR flow.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Often related to DPF clogging in diesel engines.,1
exhaust_mount_failure,Exhaust system mounts broken,Exhaust mounts broken,exhaust,structural,medium,high,"[""2.0_TDI""]",,,"The entire exhaust system is hanging loose due to broken mounts, causing a rattling noise.",Corrosion or fatigue of rubber/metal mounts.,Replacement of broken exhaust hangers or mounts.,"[""rattling from undercarriage"", ""exhaust visibly hanging low""]",Visually inspect exhaust hangers and mounts for breaks or excessive corrosion.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,,1
charge_cooler_oil_leak,Charge cooler hose oil leak,Boost leak,engine,fluid_leak,medium,high,"[""2.0_TDI""]",,,"Oil leak observed from the charge cooler hose connection, potentially causing a boost leak.",Failed seal or loose connection at charge cooler hose.,Replace seal or tighten/replace hose connection.,"[""oil residue around charge cooler"", ""loss of boost pressure"", ""reduced performance""]",Inspect charge cooler and intercooler hoses for oil leaks and secure connections.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common on turbocharged diesel engines.,1
carbon_buildup_intake_valves,Carbon buildup on direct injection intake valves,Carbon buildup,engine,chronic_failure,medium,high,"[""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,80k-150k km,"Rough idle, misfires, and loss of power due to carbon deposits on direct injection engine intake valves.",Lack of fuel wash over intake valves in direct injection engines,Walnut blasting or chemical cleaning of intake valves,"[""Rough idle"", ""Misfires"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of intake valves if high mileage and symptoms present.,1,1,"[{""video_id"": ""EonkR-ss2bs"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,high,Common issue on many direct injection petrol engines.,1
dpf_failure,Diesel particulate filter problems requiring replacement,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,120k-200k km,"The car had DPF problems, leading to a repair where the whole diesel particulate filter was swapped out.",Clogging from short trips preventing regeneration,DPF replacement or forced regeneration,"[""Warning light"", ""Reduced power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns (frequent short trips increase risk).,1,1,"[{""video_id"": ""pSXXj2fgMwc"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Common issue on diesel vehicles, especially with urban driving.",1
diesel_particulate_filter_sensor_fault,DPF pressure sensor fault,DPF sensor fault,engine,sensor_fault,medium,high,"[""1.6""]",,,OBD scan shows a particulate filter pressure sensor A fault.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
diesel_particulate_filter_sensor_fault,DPF pressure sensor fault,DPF sensor fault,engine,sensor_fault,medium,high,"[""1.6""]",,,OBD scan shows a particulate filter pressure sensor A fault.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
timing_chain_premature_wear,Premature timing chain wear on early EA111 engines,Timing chain wear,engine,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI""]",cars made to 2011,20k-100k km,"Timing chain mechanism can wear before 100,000 km, sometimes requiring replacement as early as 20,000-30,000 km.",Premature wear of timing chain components.,"Replace timing chain, tensioner, and guides.","[""Timing chain rattle on startup""]",Check service history for timing chain replacement; listen for startup rattle.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,Affects EA111 chain-driven petrol engines up to 2011.,1
timing_chain_issues_ea111_ea888,Premature timing chain and tensioner wear on early engines,Timing chain wear,engine,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI""]",cars made to mid 2012,20k-100k km,"Timing chain mechanism can wear before 100,000 km, sometimes requiring replacement as early as 20,000-30,000 km. Early weak version of the timing chain tensioner can fail, potentially causing catastrophic engine damage.",Premature wear of timing chain components. Failure of the weak early-design timing chain tensioner.,"Replace timing chain, tensioner, and guides. Replace with updated timing chain tensioner.","[""Timing chain rattle on startup""]",Check service history for timing chain replacement; listen for startup rattle. Verify if the updated tensioner has been installed; check for startup rattle.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,Affects EA111 chain-driven petrol engines up to 2011. Critical issue on EA888 engines (1.8/2.0 TSI) up to mid-2012.,1
timing_chain_tensioner_failure,Weak timing chain tensioner failure on early EA888,Chain tensioner failure,engine,chronic_failure,high,high,"[""2.0_TSI""]",cars made to mid 2012,before 100k km,"Early weak version of the timing chain tensioner can fail, potentially causing catastrophic engine damage.",Failure of the weak early-design timing chain tensioner.,Replace with updated timing chain tensioner.,"[""Timing chain rattle, especially on startup""]",Verify if the updated tensioner has been installed; check for startup rattle.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,Critical issue on EA888 engines (1.8/2.0 TSI) up to mid-2012.,1
camshaft_cradle_sealant_leak,Camshaft cradle sealant oil leak,Camshaft leak,engine,fluid_leak,low,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,,"The sealant for the metallic camshaft cradle (cylinder head cover) can degrade with age, causing oil leaks.",Sealant degradation with age,Reseal or replace camshaft cradle,"[""Oil spots under engine"", ""Burning oil smell""]",Check for oil leaks around the cylinder head cover.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Age-related failure, not mileage-specific.",1
camshaft_cradle_sealant_leak,Camshaft cradle sealant oil leak,Camshaft leak,engine,fluid_leak,low,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,,"The sealant for the metallic camshaft cradle (cylinder head cover) can degrade with age, causing oil leaks.",Sealant degradation with age,Reseal or replace camshaft cradle,"[""Oil spots under engine"", ""Burning oil smell""]",Check for oil leaks around the cylinder head cover.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Age-related failure, not mileage-specific.",1
fsi_injector_failure,FSI direct injector failure,Injector failure,fuel,chronic_failure,high,high,"[""1.4"", ""1.6"", ""2.0_TSI""]",,,"Engine misfires, rough running, or poor fuel economy.",,,"[""Misfires"", ""Rough idle""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}]",youtube,medium,,1
