issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
dpf_clogging,Diesel particulate filter clogging,DPF clogging,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Vehicle lacks power, warning light for DPF, exhaust smell in engine bay, and rattling exhaust due to excessive back pressure. Can clog if long journeys are not regularly undertaken.",Insufficient regeneration cycles from short journeys.,Forced regeneration or replacement.,"[""DPF warning light"", ""loss of power"", ""exhaust smell in cabin""]",Check service history for DPF regenerations or replacements. Look for DPF warning lights or fault codes.,2,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}, {""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common on diesel engines used primarily for short trips.,2
body_rust_and_water_ingress,"Body rust, water leaks, and interior trim issues",Body & Water Leaks,body,structural,medium,high,"[""2.0_TSI_R""]",,,"Multiple body and interior issues including rust, brittle plastics, sagging headliner, and water leaks into cabin through various seals.",Failed or degraded seals.,Inspect and replace affected seals; clear drainage channels.,"[""Rust around tailgate"", ""Brittle bumper clips"", ""Sagging headliner"", ""Rattling interior"", ""Damp carpets, musty smell, water stains""]","Check for rust around tailgate badge/lights, inspect bumper clips, listen for interior rattles, examine headliner. Check interior carpets and footwells for dampness or water stains, especially after rain.",1,2,"[{""video_id"": ""55rbRo6ZUHs"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None""}, {""video_id"": ""55rbRo6ZUHs"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Consolidated multiple body-related issues (bumper clips, door drains, wheel arch foam, tailgate rust, headlining sag, interior plastic brittleness) from a single source video. Common in Golf MK6, particularly on R models.",1
carbon_buildup_intake_valves,Carbon buildup on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""1.4_TSI""]",,,Engine performance degradation and rough running.,Direct injection design leads to carbon accumulation on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Consider inspection via borescope if high mileage and symptoms present.,1,1,"[{""video_id"": ""V3O6BHi2-pg"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
dpf_system_failure,DPF system failure,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Diesel Particulate Filter system fails, leading to warning lights and reduced performance.",Clogging from short journeys preventing regeneration.,"Forced regeneration, cleaning, or replacement.","[""DPF warning light"", ""Loss of power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,chronic_failure,high,high,"[""1.6_TDI""]",,,"Fuel injectors prone to failure, requiring frequent replacement.",Design or manufacturing fault leading to premature wear.,Replace faulty injectors.,"[""Misfires"", ""Poor running"", ""Increased fuel consumption""]",Check for fault codes related to injectors; inquire about replacement history.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
oil_pump_belt_disintegration,Oil pump belt disintegration,Oil pump belt,engine,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"Rubber oil pump belt can disintegrate, clogging the oil strainer and reducing oil pressure.",Belt material degradation over time,Replace oil pump belt as a preventive maintenance item,"[""Low oil pressure warning""]",Check service history for belt replacement interval adherence.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
egr_valve_failure,EGR valve failure,EGR valve,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"EGR valve can be faulty, requiring replacement.",,Replace EGR valve,[],,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
rear_brake_caliper_seizure,Rear brake caliper seizure,Brake caliper seizure,brakes,chronic_failure,medium,high,[],,,"Rear brake calipers seize and fail, partly due to hill hold assist.","Corrosion and sticking mechanisms, exacerbated by hill hold feature.","Clean, lubricate, or replace calipers.","[""Uneven brake wear"", ""Dragging sensation"", ""Brake overheating""]",Check rear brake pad wear for unevenness; test brake function.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
wheel_bearing_failure,Wheel bearing failure,Wheel bearing issue,suspension,wear_item,medium,high,[],,,"Wheel bearings are a known issue, causing noise.",Premature wear or contamination.,Replace faulty wheel bearing.,"[""Humming or grinding noise from wheels"", ""Noise changes with speed""]",Listen for bearing noise during test drive; check for play.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
old_inefficient_petrol_engines,"Old, inefficient petrol engines",Aged engines,engine,other,low,high,"[""1.4"", ""1.6""]",2009-2012,,Entry-level 1.4 and 1.6 petrol engines described as old and not eco-friendly.,Outdated engine design.,No fix; inherent characteristic.,"[""Higher fuel consumption"", ""Lower performance compared to newer engines""]",Consider for budget purchase but expect higher running costs.,1,1,"[{""video_id"": ""L3tijGoePWM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
oil_pump_belt_disintegration,Oil pump belt disintegration,Oil pump belt,engine,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"Rubber oil pump belt can disintegrate, clogging the oil strainer and reducing oil pressure.",Belt material degradation over time,Replace oil pump belt as a preventive maintenance item,"[""Low oil pressure warning""]",Check service history for belt replacement interval adherence.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
egr_valve_failure,EGR valve failure,EGR valve,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"EGR valve can be faulty, requiring replacement.",,Replace EGR valve,[],,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,wear_item,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,200k km,"Injectors can be faulty, often after 200,000 km.",,Replace faulty injector(s),"[""Rough idle"", ""Misfire"", ""Poor fuel economy""]",Check for fault codes related to injectors on high-mileage cars.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
exhaust_flap_failure,Exhaust flap failure,Exhaust flap,exhaust,sensor_fault,low,medium,"[""1.6_TDI"", ""2.0_TDI""]",,,The exhaust flaps are a known problem on these cars.,,Replace or repair exhaust flap mechanism,"[""Fault code for exhaust flap"", ""Reduced performance""]",Check for related fault codes.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,low,Symptom description is generic.,1
post_emissions_update_issues,Issues after emissions software update,Post-update issues,engine,intermittent_fault,medium,medium,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,Some owners experienced strange issues after the emissions scandal software update.,Emissions software update,,[],Ask owner if the 'dieselgate' update was performed and if any issues followed.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,Vague symptom description.,1
oil_pump_drive_shaft_wear,Oil pump drive shaft wear,Oil pump shaft,engine,wear_item,high,medium,"[""2.0_TDI""]",made to 2009,,"The oil pump drive shaft can wear out, potentially causing loss of oil pressure.",Shaft wear,Inspect and replace worn components,"[""Low oil pressure warning""]",Particularly relevant for early 2.0 TDI models (pre-2009). Check service history.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,Specific to early 2.0 TDI engines.,1
old_inefficient_petrol_engines,"Old, inefficient petrol engines",Aged engines,engine,other,low,high,"[""1.4"", ""1.6""]",2009-2012,,Entry-level 1.4 and 1.6 petrol engines described as old and not eco-friendly.,Outdated engine design.,No fix; inherent characteristic.,"[""Higher fuel consumption"", ""Lower performance compared to newer engines""]",Consider for budget purchase but expect higher running costs.,1,1,"[{""video_id"": ""L3tijGoePWM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
dsg_gearbox_failure,DSG dual-clutch gearbox failure,DSG failure,gearbox,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.6_TDI"", ""2.0_TDI"", ""2.0_TSI""]",,,The DSG dual-clutch automatic gearbox has been known to go wrong.,"Mechatronic unit failure, clutch wear, or software issues.","Mechatronic unit replacement, clutch pack replacement, or software update.","[""jerky shifts"", ""delayed engagement"", ""gearbox warning light""]","Test drive for smooth shifts, check for fault codes, and review service history for DSG fluid changes.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Affects both dry (DQ200) and wet (DQ250) clutch DSG units.,1
timing_chain_stretch,Timing chain stretching and high oil consumption,Timing chain stretch,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines.,1
dual_mass_flywheel_failure,Dual mass flywheel failure,DMF failure,gearbox,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,The dual mass flywheel can fail and is expensive to fix.,"Wear and tear, especially with high torque or stop-start driving.",Replacement of the dual mass flywheel and often the clutch.,"[""clunking noise at idle"", ""vibration through clutch pedal"", ""rattling when engine is off""]","Listen for rattling or clunking at idle, especially with clutch depressed.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Common on diesel engines due to higher torque.,1
fuel_injector_failure,Fuel injector failure,Injector failure,fuel,wear_item,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,200k km,"Injectors can be faulty, often after 200,000 km.",,Replace faulty injector(s),"[""Rough idle"", ""Misfire"", ""Poor fuel economy""]",Check for fault codes related to injectors on high-mileage cars.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,,1
wheel_hub_failure,Wheel hub failure,Wheel hub,suspension,wear_item,medium,medium,"[""1.6_TDI"", ""2.0_TDI""]",,,The wheel hubs tend to be bad on these cars.,,Replace wheel hub assembly,"[""Growling or humming noise from wheels"", ""Play in the wheel""]",Check for wheel bearing noise during a test drive.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,low,Symptom description is generic.,1
exhaust_flap_failure,Exhaust flap failure,Exhaust flap,exhaust,sensor_fault,low,medium,"[""1.6_TDI"", ""2.0_TDI""]",,,The exhaust flaps are a known problem on these cars.,,Replace or repair exhaust flap mechanism,"[""Fault code for exhaust flap"", ""Reduced performance""]",Check for related fault codes.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format""}]",youtube,low,Symptom description is generic.,1
post_emissions_update_issues,Issues after emissions software update,Post-update issues,engine,intermittent_fault,medium,medium,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,Some owners experienced strange issues after the emissions scandal software update.,Emissions software update,,[],Ask owner if the 'dieselgate' update was performed and if any issues followed.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,Vague symptom description.,1
oil_pump_drive_shaft_wear,Oil pump drive shaft wear,Oil pump shaft,engine,wear_item,high,medium,"[""2.0_TDI""]",made to 2009,,"The oil pump drive shaft can wear out, potentially causing loss of oil pressure.",Shaft wear,Inspect and replace worn components,"[""Low oil pressure warning""]",Particularly relevant for early 2.0 TDI models (pre-2009). Check service history.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,medium,Specific to early 2.0 TDI engines.,1
diesel_emissions_recall,Volkswagen diesel emissions recall,Emissions recall,exhaust,other,low,high,"[""1.6_TDI"", ""2.0_TDI""]",between 2008 and 2012,,Vehicle was part of a manufacturer recall for emissions compliance.,Manufacturer recall,Software update and possible hardware modification performed by dealer,[],Verify recall work was completed through VW dealer records.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,high,"Not a mechanical failure, but a mandatory service action.",1
timing_chain_and_oil_consumption,Timing chain stretch and high oil consumption,Timing chain/oil,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines. High oil consumption is often linked.,1
dsg_gearbox_failure,DSG dual-clutch gearbox failure,DSG failure,gearbox,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.6_TDI"", ""2.0_TDI"", ""2.0_TSI""]",,,The DSG dual-clutch automatic gearbox has been known to go wrong.,"Mechatronic unit failure, clutch wear, or software issues.","Mechatronic unit replacement, clutch pack replacement, or software update.","[""jerky shifts"", ""delayed engagement"", ""gearbox warning light""]","Test drive for smooth shifts, check for fault codes, and review service history for DSG fluid changes.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Affects both dry (DQ200) and wet (DQ250) clutch DSG units.,1
diesel_emissions_recall,Volkswagen diesel emissions recall,Emissions recall,exhaust,other,low,high,"[""1.6_TDI"", ""2.0_TDI""]",between 2008 and 2012,,Vehicle was part of a manufacturer recall for emissions compliance.,Manufacturer recall,Software update and possible hardware modification performed by dealer,[],Verify recall work was completed through VW dealer records.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic""}]",youtube,high,"Not a mechanical failure, but a mandatory service action.",1
dual_mass_flywheel_failure,Dual mass flywheel failure,DMF failure,gearbox,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,The dual mass flywheel can fail and is expensive to fix.,"Wear and tear, especially with high torque or stop-start driving.",Replacement of the dual mass flywheel and often the clutch.,"[""clunking noise at idle"", ""vibration through clutch pedal"", ""rattling when engine is off""]","Listen for rattling or clunking at idle, especially with clutch depressed.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Common on diesel engines due to higher torque.,1
egr_valve_problems,EGR valve problems,EGR issues,exhaust,chronic_failure,medium,high,"[""1.6_TDI"", ""2.0_TDI""]",,,There can be problems with the exhaust gas recirculation valve.,Carbon buildup from exhaust gases.,Cleaning or replacement of the EGR valve.,"[""loss of power"", ""rough idle"", ""check engine light""]",Check for fault codes related to EGR flow.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format""}]",youtube,medium,Often related to DPF clogging in diesel engines.,1
timing_belt_overdue,Timing belt overdue for replacement,Timing belt overdue,engine,wear_item,high,high,"[""2.0_TDI""]",,140000 km,"The timing belt appears to be the original at 140,000 miles and is overdue for replacement.",Age and mileage exceeding service interval.,"Replace timing belt, tensioner, and water pump.","[""no visible symptoms until failure"", ""check service history""]","Check service records for timing belt replacement. If unknown, assume it needs replacement.",1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item on belt-driven engines (EA189 diesel). Failure causes catastrophic engine damage.,1
exhaust_mount_failure,Exhaust system mounts broken,Exhaust mounts broken,exhaust,structural,medium,high,"[""2.0_TDI""]",,,"The entire exhaust system is hanging loose due to broken mounts, causing a rattling noise.",Corrosion or fatigue of rubber/metal mounts.,Replacement of broken exhaust hangers or mounts.,"[""rattling from undercarriage"", ""exhaust visibly hanging low""]",Visually inspect exhaust hangers and mounts for breaks or excessive corrosion.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,,1
charge_cooler_oil_leak,Charge cooler hose oil leak,Boost leak,engine,fluid_leak,medium,high,"[""2.0_TDI""]",,,"Oil leak observed from the charge cooler hose connection, potentially causing a boost leak.",Failed seal or loose connection at charge cooler hose.,Replace seal or tighten/replace hose connection.,"[""oil residue around charge cooler"", ""loss of boost pressure"", ""reduced performance""]",Inspect charge cooler and intercooler hoses for oil leaks and secure connections.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Common on turbocharged diesel engines.,1
dpf_failure,Diesel particulate filter problems requiring replacement,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,120k-200k km,"The car had DPF problems, leading to a repair where the whole diesel particulate filter was swapped out.",Clogging from short trips preventing regeneration,DPF replacement or forced regeneration,"[""Warning light"", ""Reduced power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns (frequent short trips increase risk).,1,1,"[{""video_id"": ""pSXXj2fgMwc"", ""title"": """", ""channel"": """", ""video_type_category"": ""organic""}]",youtube,medium,"Common issue on diesel vehicles, especially with urban driving.",1
timing_belt_overdue,Timing belt overdue for replacement,Timing belt overdue,engine,wear_item,high,high,"[""2.0_TDI""]",,140000 km,"The timing belt appears to be the original at 140,000 miles and is overdue for replacement.",Age and mileage exceeding service interval.,"Replace timing belt, tensioner, and water pump.","[""no visible symptoms until failure"", ""check service history""]","Check service records for timing belt replacement. If unknown, assume it needs replacement.",1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item on belt-driven engines (EA189 diesel). Failure causes catastrophic engine damage.,1
