issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,merged_from_issue_ids,affected_engines_original,_scope_notes
wheel_bearing_hub_failure,Wheel bearing and hub failure,Wheel hub,suspension,wear_item,medium,high,[],,,"Wheel bearings are a known issue, causing noise. The wheel hubs tend to be bad on these cars.",Premature wear or contamination.,Replace faulty wheel bearing or hub assembly.,"[""Humming or grinding noise from wheels"", ""Noise changes with speed"", ""Growling or humming noise from wheels"", ""Play in the wheel""]",Listen for bearing noise during test drive; check for play.,2,2,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}, {""video_id"": ""c4X_Kigzg4M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,medium,Merged wheel bearing and wheel hub issues as related suspension wear items.,2,"[""all_vw_golf_mk6""]","{""base"": 2}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,"[""wheel_bearing_failure"", ""wheel_bearing_hub_failure"", ""wheel_hub_failure""]","[""1.6_TDI"", ""2.0_TDI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
abs_esp_sensor_failure,ABS or ESP wheel speed sensor failure,ABS Sensor,electrical,sensor_fault,medium,high,[],,,ABS or ESP warning lights may illuminate.,Sensor failure or damaged wiring.,Replace faulty wheel speed sensor.,"[""ABS/ESP warning light"", ""Traction control errors""]",Scan for fault codes related to wheel speed sensors.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,"[""all""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
ac_system_failure,Air conditioning system problems,AC Failure,cooling,intermittent_fault,low,high,"[""all""]",,,Air conditioning may not cool effectively or may fail.,"Refrigerant leak, compressor failure, or condenser damage.","Diagnose leak, recharge system, or replace faulty components.","[""Reduced cooling"", ""Unusual noises from compressor""]",Test AC cooling performance before purchase.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
air_conditioning_failure,Air conditioning system failure,AC failure,other,chronic_failure,medium,high,[],,,Air conditioning does not work and likely needs a re-gas.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,"[""1.6""]","[""system_component=other is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
body_rust_and_water_ingress,"Body rust, water leaks, and interior trim issues",Body & Water Leaks,body,structural,medium,high,[],,,"Multiple body and interior issues including rust, brittle plastics, sagging headliner, and water leaks into cabin through various seals.",Failed or degraded seals.,Inspect and replace affected seals; clear drainage channels.,"[""Rust around tailgate"", ""Brittle bumper clips"", ""Sagging headliner"", ""Rattling interior"", ""Damp carpets, musty smell, water stains""]","Check for rust around tailgate badge/lights, inspect bumper clips, listen for interior rattles, examine headliner. Check interior carpets and footwells for dampness or water stains, especially after rain.",1,2,"[{""video_id"": ""55rbRo6ZUHs"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}, {""video_id"": ""55rbRo6ZUHs"", ""title"": ""USED Volkswagen Mk6 Golf R - Common problems and should you buy one?"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""R""}]",youtube,medium,"Consolidated multiple body-related issues (bumper clips, door drains, wheel arch foam, tailgate rust, headlining sag, interior plastic brittleness) from a single source video. Common in Golf MK6, particularly on R models.",1,"[""all_vw_golf_mk6""]","{""R"": 1, ""base"": 1}",2,mixed,1,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,"[""2.0_TSI_R""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
brake_light_switch_failure,Brake light switch failure,Brake Switch,electrical,sensor_fault,medium,high,[],,,"Brake lights may not function, potentially causing other electrical issues.",Switch mechanism wear or failure.,Replace brake light switch.,"[""Brake lights inoperative"", ""Cruise control issues""]",Verify brake light operation.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,"[""all""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
camshaft_bridge_screen_fallout,Camshaft bridge screen fallout causing oil starvation,Camshaft screen fallout,engine,chronic_failure,high,medium,"[""2.0_TSI""]",cars made to 2009 are more prone,,"A small screen in the camshaft bridge can fall out, leading to oil starvation and damage in the cylinder head.",Screen becoming dislodged from its housing.,Inspect and secure or replace the camshaft bridge/screen.,"[""Low oil pressure warning, engine noise from top end""]",Check oil pressure; inspect camshaft bridge if accessible during service.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Primarily an early production issue on EA888 engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""cars made to 2009 are more prone"", ""from_llm_year_parsed"": [""2009""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2009""}",2009,,,
camshaft_cradle_sealant_leak,Camshaft cradle sealant oil leak,Camshaft leak,engine,fluid_leak,low,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,,"The sealant for the metallic camshaft cradle (cylinder head cover) can degrade with age, causing oil leaks.",Sealant degradation with age,Reseal or replace camshaft cradle,"[""Oil spots under engine"", ""Burning oil smell""]",Check for oil leaks around the cylinder head cover.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,"Age-related failure, not mileage-specific.",1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2013""}",2008-2013,,,
carbon_buildup_fsi,Carbon buildup on FSI intake valves,Carbon Buildup,engine,chronic_failure,medium,high,"[""1.4"", ""1.6"", ""2.0_TSI""]",,,"Rough idle, loss of power, and misfires due to intake valve deposits.",Direct injection fuel system design leading to deposit accumulation.,Intake valve cleaning (walnut blasting or chemical).,"[""Rough idle"", ""Reduced power"", ""Misfire codes""]",Check for misfire history or consider a compression/leak-down test if symptoms are present.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Common in direct injection petrol engines without port fuel injection.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
center_locking_system_failure,Center locking system problems,Central locking,electrical,intermittent_fault,low,medium,[],,,Issues with the central locking system.,,Diagnose and repair locking mechanism or control unit,"[""Locks not responding"", ""Intermittent operation""]",Test all locks with key fob and interior switches.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""Buying a used VW Golf Mk 5 - 2003-2008, Common Issues, Buying advice / guide"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,low,"General electrical issue, not engine-specific.",1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
