source,model_year,category,url,failure_date,mileage,summary
carproblemzoo,2000,Tire,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-tire-problems.php,,4000.0,"Tire problem #1 Car was hard pulling to right side due to cracked tire on right side front, this is the third failure on this set of tires they have less then 4,000 miles on. All tires cracked on same place on the outer edge air loss is fast. 1st crack was right rear tire ( I did think that I run over something I got new tire different manufacturer as they did not have same tire and I do not like fixed tires)
2nd crack was on left rear tire about week later I did try to have it fix but was told and showed that tire just kept on cracking more
3rd crank happen month later right front tire. All cracks are on same place outer edge
tires are ultra hp made by republic."
carproblemzoo,2000,Tire,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-tire-problems.php,,,"Tire Sidewall problem #2 Driving on the hwy ,65 mph the front right tire blew out on the side wall."
carproblemzoo,2000,Tire,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-tire-problems.php,,,"Tire Tread/belt problem #3 This complaint has nothing to do with the vehicle. It is solely related to a replacement tire failure. To replace the original tires I purchased and had installed a set of four bridgestone tires from whittier tire and wheel in whittier CA on January 29, 2002. Ten days later, on February 8, 2002 the right front tire completely disintegrated while driving at a speed of approximately 30 mph on a surface street. The entire tread portion of the tire seperated from the sidewalls ( the tread did not seperate from the tire - the entire 'top' of the tire seperated intact from the sidewalls). On Monday February 11,2002, I returned with the defective tire to whittier tire. They immediately blamed the tire failure on the car being driven several miles with little or no air in the tire. They refused to even consider any other cause. While there a call was placed to bridgestone who took the same position. They did inspect the tread portion of the tire and could find no evidence of a puncture, and they inspected the valve stem and concluded it was ok. The staated that the tire must have had a sidewall puncture, but the sidewalls were pretty ""chewed up"" because of the failure. I find it difficult to accept that the car was driven for a period of time with a very low or flat tire. My son was driving it at the time and related that prior to the tire failure the car was not handling in any unusual manner, nor did he hear any noise. He stated he was driving normally, the car abruptely started vibrating violently and the tire disintegrated. The dealer;s and the manufacturer's refusal to even condiser other factors or make what I felt would be an appropriate adjustment prompted me to contact you. Charles s. Middleton. (tiresize: 195/r65-15)."
carproblemzoo,2000,Seats,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-seats-problems.php,,36600.0,"Seats problem #1 2000 Volkswagen Golf front axle shafts were replaced due to cv joint failure. The right front caliper froze, power steering hose had to be replaced due to leakage located near the rear of the hose. ** received 10-20-** due to the calipers being replaced, the rotors had to be turned and the brakes had to be replaced. The front wheel bearing was replaced. The front seat had a piece of metal that was molded break when the vehicle only had 36,600 miles on it."
carproblemzoo,2000,Seats,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-seats-problems.php,,,"Seats problem #2 2000 Volkswagen Golf cv joints failed, right front caliper froze, faulty steering hose. The battery was replaced twice and the wheel bearing failed at an unusual low mileage. The front seat had a piece of metal that was molded."
carproblemzoo,2000,Equipment,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-equipment-problems.php,,,Radio/tape Cd Player problem #1 Passenger's side air bag has sank deep into panel and dented air bag cover. Dealer notified. The passenger rear dome light was not working. The rear view mirror fell off. The consumer installed cd in the cd cartridge and a cd error came on the screen of the radio.
carproblemzoo,2000,Equipment,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-equipment-problems.php,,,Mechanical Jack problem #2 Jack slipped on completely flat surface. Jack foot print too small and unstable.
carproblemzoo,2000,Steering,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-steering-problems.php,,36600.0,"Power Steering Hose, Piping, And Connections problem #1 2000 Volkswagen Golf front axle shafts were replaced due to cv joint failure. The right front caliper froze, power steering hose had to be replaced due to leakage located near the rear of the hose. ** received 10-20-** due to the calipers being replaced, the rotors had to be turned and the brakes had to be replaced. The front wheel bearing was replaced. The front seat had a piece of metal that was molded break when the vehicle only had 36,600 miles on it."
carproblemzoo,2000,Steering,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-steering-problems.php,,,"Power Steering Hose, Piping, And Connections problem #2 2000 Volkswagen Golf cv joints failed, right front caliper froze, faulty steering hose. The battery was replaced twice and the wheel bearing failed at an unusual low mileage. The front seat had a piece of metal that was molded."
carproblemzoo,2000,Latches/locks/linkage,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-latches-locks-linkage-problems.php,,,Latches/locks/linkage problem #1 We own a vw Golf . We have an 18 month old. When my wife stops driving her car and gets out of the car and closes the driver's door the car will automatically lock about two thirds of the time. This happens whether her keys are in the ignition or not. If her keys are in the ignition and she closes her door or it happens to close with her keys in the ignition and our son in the car this causes a very dangerous situation. Her car is not supposed to automatically lock as it does - it is some kind of an electronic malfunction.
carproblemzoo,2000,Latches/locks/linkage,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-latches-locks-linkage-problems.php,,30000.0,"Door Latch problem #2 The car has had squeaking and creaking front doors since two weeks after delivery. The dealer has tried several times to lubricate, adjust the door and striker. The problem has never been solved. It can be heard whenever the car accelerates, decelerates, or changes direction. It also has buzzes, creaks, squeaks, and rattles in the dash. The problem is growing worse and no one knows how to solve it. This car has been doing this since it was two weeks old. It only has 30,000 miles on it at present."
carproblemzoo,2000,Exterior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-exterior-lighting-problems.php,,,Headlights problem #1 Right front headlight repeatedly burns out (approx 3 times in 1 year).
carproblemzoo,2000,Exterior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-exterior-lighting-problems.php,,,Hazard Flashing Warning Light Switch problem #2 The hazard button on the 2000 Volkswagen Golf appears to be in worse state after the recall repairs were performed. Recall campaign# 04v584000. The consumer stated the part never pushed back to normal.
carproblemzoo,2000,Seat Belt,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-seat-belt-problems.php,,,"Rear Seat Belt problem The first time the middle rear seat belt was used it got jammed in the out position and would not retract. This was in October of 2005. Pulling hard several times released it so that it would retract back into the seat. In July of 2006 the seat belt got stuck again but this time after the rear seat was lowered. The jammed seat belt is preventing the returning the rear seat back to an upright position. These are the only times that this seat belt has been used since purchase. Vw refuses to admit that the part was defective from the start. Since it got jammed on the first attempt to use it, I say it was defective. Now the safety belt is still jammed and I can't raise the rear seat."
carproblemzoo,2000,Wheel,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-wheel-problems.php,,,Wheel Bolts problem We tried to replace our tires for the first time and two of the wheel locks were completely oxidized on and could not be pulled off or broken by anyone at three different shops. We were told this is due to poor design. As soon as someone tries to turn the wheel locks they were completely stripped and from then on impossible to remove. We have not been able to replace our low tread tires due to this problem.
carproblemzoo,2000,Interior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2000/2000-volkswagen-golf-interior-lighting-problems.php,,,Interior Lighting problem Passenger's side air bag has sank deep into panel and dented air bag cover. Dealer notified. The passenger rear dome light was not working. The rear view mirror fell off. The consumer installed cd in the cd cartridge and a cd error came on the screen of the radio.
carproblemzoo,2001,Air Bag,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-air-bag-problems.php,,,"The Side/window Air Bag problem Passenger side curtain air bag and passenger seat side air bags deployed after running over a curb, ~1' high. Read details..."
carproblemzoo,2001,Air Bag,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-air-bag-problems.php,,,"The Air Bag Light On problem The contact owns a 2001 Volkswagen Golf. While driving down the road passenger's side air bag deployed for no reason. There was no accident. The speed was about 45 mph. Contact did not lose control of the vehicle. The air bag light was not on prior to the deployment, but it was on now. Read details..."
carproblemzoo,2001,Air Bag,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-air-bag-problems.php,,,The Warning Light On problem The contact owns a 2001 Volkswagen Golf. The contact stated that the air bag warning light was illuminated. The vehicle was taken to an independent mechanic and she was informed that the air bags were inoperable. Read details...
carproblemzoo,2001,Engine And Engine Cooling,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-engine-and-engine-cooling-problems.php,,,The Engine Burning Oil problem The dealership sold me a vehicle with the knowledge that it has problems with oil leaks and oil consumption (as well as other problems) experienced with the previous owner. I returned the vehicle for servicing 4 days after purchased and have made 8 repair attempts. Read details...
carproblemzoo,2001,Engine And Engine Cooling,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-engine-and-engine-cooling-problems.php,,,"The Engine Exhaust System problem While driving the brake light switch failed. As a result, vehicle was left with no indication of stopping, and the cruise control was deactivated. Consumer was concerned that he would be rear ended due to the failure. The vehicle epc light illuminated. Read details..."
carproblemzoo,2001,Engine And Engine Cooling,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-engine-and-engine-cooling-problems.php,,,"The Check Engine Light On problem The engine check light went on, I had two hoses replaced, and was told nothing else was wrong with the car. However, a day later, the light went back on. I was told the air filter needed cleaning and all was well. Read details..."
carproblemzoo,2001,Electrical System,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-electrical-system-problems.php,,,"The Electrical System problem Hello, I noticed a recall done on these vw vehicles Read details..."
carproblemzoo,2001,Electrical System,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-electrical-system-problems.php,,,The Ignition Coils Failure problem I just found out that there is a recall for vw Golf for ignition coil. I had problems with that last year and I took it to a dealer but instead of replacing the coils they replaced my battery and starter. . . Exactly a year after that the same thing happen (this January). Read details...
carproblemzoo,2001,Electrical System,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-electrical-system-problems.php,,,"The Wiring problem 2001 vw Golf with 192285 mi experienced loss of electrical power to systems that are mounted on the rear hatch back door, (third brake light, rear defrosters, and wiper). Upon inspection of the wiring harness found the wiring chaffed and or broken at point where the harness passes through the Read details..."
carproblemzoo,2001,Visibility,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-visibility-problems.php,,,"The Power Window problem Nice day, had windows rolled down. Was about to get onto the highway so I hit the window up switch and the right front passenger window slammed into the door. Obviously came off track, taking to the dealer today to see if window smashed as well. Read details..."
carproblemzoo,2001,Visibility,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-visibility-problems.php,,,"The Side/rear Glass problem Driver's door window ""exploded"" while parked - totally fractured and a section ""blown out"" with the glass on the ground outside the vehicle. Read details..."
carproblemzoo,2001,Visibility,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-visibility-problems.php,,,"The Visibility problem A plastic burning smell in cabin was noted at highway speed. Upon exiting the highway, smoke was seen coming from the hvac control panel. Recirculation fan was switched from high speed setting to off. The smoke continued to intensify, until all DC power was removed from the car. Read details..."
carproblemzoo,2001,Exterior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-exterior-lighting-problems.php,,,"The Brake Light Switch problem Hello, I noticed a recall done on these vw vehicles Read details..."
carproblemzoo,2001,Exterior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-exterior-lighting-problems.php,,,"The Hazard Flashing Warning Light Switch problem Nhtsa recall campaign 04v584000; Volkswagen issued a hazard switch recall. This vehicle was not included in the recall due to VIN, but has the hazard switch lights working intermittently. Read details..."
carproblemzoo,2001,Exterior Lighting,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-exterior-lighting-problems.php,,,"The Tail Light Switch problem The brake light switch failed to operate on my car and needed to be replaced. Since owning the car, I noticed hat the brake lights only came on if the brake pedal was pushed all the way to the floor. I was able to stop the car at stop lights (provided I slowed down) without ever having the brake Read details..."
carproblemzoo,2001,Service Brakes,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-service-brakes-problems.php,,,"The Brake Light On problem 2001 vw Golf with 192285 mi experienced loss of electrical power to systems that are mounted on the rear hatch back door, (third brake light, rear defrosters, and wiper). Upon inspection of the wiring harness found the wiring chaffed and or broken at point where the harness passes through the Read details..."
carproblemzoo,2001,Service Brakes,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-service-brakes-problems.php,,38000.0,The Brake Foundation Components problem Had to replace the rear brakes around 38000 miles. Front brakes were fine but had to have the rear rebuild. Was told that the pads went out of alignment and had to be re-shimmed. I do think that this is a defect that vw should cover. Read details...
carproblemzoo,2001,Service Brakes,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-service-brakes-problems.php,,,"The Brake Light Switch problem I have received a recall notice that requiresd me to bring the car to the dealer for repairs. I have not confidence that the dealers in my area will perform the repair without damaging the car in other non covered areas. Therefore, I will not bring the car to the dealer for repair. Read details..."
carproblemzoo,2001,Power Train,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-power-train-problems.php,,,"The Automatic Transmission problem I was driving on the freeway when I bumped the shifter while reaching for my soda. The shifter went into neutral and would not come out until I forced it back into drive. I pulled over into a gas station. I put the car in park and tried to shift back into drive, but the shifter wouldn't budge. Read details..."
carproblemzoo,2001,Power Train,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-power-train-problems.php,,,"The Transmission Failure problem Automatic transmission failure, mass air flow sensor failure, premature rear brake pad failure, automatic door lock malfunction, water pump failure, third brake light failure. Read details..."
carproblemzoo,2001,Power Train,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-power-train-problems.php,,,"The Manual Transmission problem Multiple issues regarding vehicle reliability: replacement (twice) of oil transmission lines, repair to turbo system, and now replacement of diesel ""glow plugs"", cabling and failure of starter motor. Read details..."
carproblemzoo,2001,Vehicle Speed Control,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-vehicle-speed-control-problems.php,,,"The Vehicle Speed Control problem Check engine light flashed while car urged/stalled/surged/stalled. Check engine light remained on. Brought vehicle to mechanic, coded category non performance. Cat replaced with O2 sensors at $900. Light/ surged/stalled and returned to mechanic immediately. Read details..."
carproblemzoo,2001,Vehicle Speed Control,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-vehicle-speed-control-problems.php,,30588.0,"The Cruise Control problem Vw Golf 2001 unable to shift from park or neutral with ignition ""on"". Potentially dangerous. Fortunately this time car was not in a dangerous location. This is the second failure of the brake light switch (and automatic shift lock switch) in this car with only 30588 miles. Read details..."
carproblemzoo,2001,Vehicle Speed Control,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-vehicle-speed-control-problems.php,,,"The Car Accelerates On Its Own problem Unintended acceleration while in ""park"" in two occasions (car accelerated and jumped forward while being on ""park"" and while driver was braking) . Jan 2002 limited damages// June 2002 significant damages. Read details..."
carproblemzoo,2001,Seat Belt,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-seat-belt-problems.php,,,"The Front Seat Belt Retractor problem Seat belt failure. When pulling on front driver's side seat belt to buckle up, seat belt ""just came out"" to full length. No tension at all, loose. Driver reported hearing a noise as belt was coming out, and it came out totally slack. Won't go back in now. Read details..."
carproblemzoo,2001,Seat Belt,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-seat-belt-problems.php,,,"The Front Seat Belt Buckle Assembly problem -the contact stated that the 2001 Volkswagen Golf had problems with the airbag sensor. Once she turned on the ignition and put on the seat belt the dashboard air bag sensor light stayed on. The contact contacted the dealership, and was informed that the vehicle was out of warranty, and that he was Read details..."
carproblemzoo,2001,Seat Belt,https://www.carproblemzoo.com/volkswagen/golf/2001/2001-volkswagen-golf-seat-belt-problems.php,,,"The Rear Seat Belt problem Rear passenger seat belt latch broke. The vehicle was taken to the dealer for inspection, and mechanic determined that the latch needed to be replaced. Read details..."
