thread_name,thread_url,engine_code,message,reason
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,"Amortisorun boyu ve newton degeri onemlidir. Ayni degerlerde urunun orijinal yan sanayi farki olmaz. Daha dusuk newton bagaji tutmaz, yuksek newton da bagaji sert acar. Ayni ya da yakin almaniz gerekli.",mechanical_keywords
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,"Alisir dedikleri, bir 2 - 3 sene surer sanirim.",medium_length_no_noise
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,Benimki de bayagi yumusadi (2013). Elimle yavasca kaldirip en ust kademeye yukseltiyorum.,mechanical_keywords
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,Taktirirsaniz buraya da geri donus yapmanizi rica ederim.,medium_length_no_noise
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,"Bagaj amortisorunde yan sanayi onerisi olan var mi? Orjinalleri 5100₺ olmus, yan sanayi olarak orjinal markasini da bulamadim.",mechanical_keywords
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,"internetten siparis verdim, basinc degerleri de mevcut (Urunun toplam uzunlugu 55,5 Cm basinci 520 Newton’dur.) ilk birkac kullanimda sert bir sekilde acildi ama sonrasinda duzeldi yaklasik 1 aydir hergun kullaniyorum, memnunum...",mechanical_keywords
Golf 7 Bagaj Kapagi Amortisoru hk.,https://www.golftutkusu.com/topic/23990-golf-7-bagaj-kapagi-amortisoru-hk,unknown,Yukaridaki linkte paylasilan TVM marka ilanli amortisoru satin aldim. Acikcasi ozellikle o modeli secmem icin ozel bir sebep yoktu; konu icinde o onerildigi icin tercih ettim. Kutudan da zaten Yedekci Otomotiv uretimi amortisor cikti.,mechanical_keywords
U Led Far Ampul Secimi,https://www.golftutkusu.com/topic/27868-u-led-far-ampul-secimi,unknown,Olculer ayni ise uyar ama bir cok led ampuller orjinalden daha buyuk govdeye sahip birebir orjinal ile degismeni oneririm,medium_length_no_noise
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,"Golf 7, 2013, 1.4 TSI 122 HP aracimin motorundan bu sekilde tikirti sesi geliyor, aracin 100 km civari gitmesi riskli midir? Ne kaynakli olabilir. Yag degisimi bir kac gun once yapildi 5/30 motul yag koyuldu. Video arac isinmisken cekildi.",mechanical_keywords
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,Rolantide geliyor. Gaza bastiginizda kesiliyor. Yatak vuruntusu olsa ses kesilmezdi. Nazik kullanarak surebilirsiniz.   yolda ses SUREKLI ARTARSA o zaman yatak sesi olabilir stop etmeniz.,mechanical_keywords
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,Yagini kontrol ettiniz mi yagi var mi? Yag rengi nasil? Yagda camurlasma bir sey var mi? Seviye normal yagin goruntusu normal ise yavas sekilde kullanabilirsiniz,mechanical_keywords
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,"Yagi var, yagi daha yeni degisti, rengi guzel camurlasma vesaire yok. Tesekkur ederim, sagolun.",mechanical_keywords
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,Sahte yag konulmus olabilir,short_but_signal
Motordan gelen tikirti sesi,https://www.golftutkusu.com/topic/27864-motordan-gelen-tikirti-sesi,1.4_TSI,AKF hortumunda kacak vardir muhtemelen.,short_but_signal
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"Aracimda yasadigim bir problem hakkinda fikir almak isterim. Aracim 2014 1.6 TDI 105 hp DSG. Aracta basinc tupu, mekatronik kart, hidrolik pompa, volan, kavrama sifiri ile degistirildi ancak aracta ozellikle trafikte belirgin olan bir konforsuzluk var kalkislar cok sert ayrica vitesler gecerken bosluk hissi olusuyor. yogun trafikte dur kalklarda bariz bir konforsuzluk sarsinti ve sertlik var sizce sorun ne olabilir. adaptasyon da yapildi ancak sorun devam ediyor",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,kavrama volant sanziman kulagi 53.000 TL,short_but_signal
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"mekatronik kart, hidrolik pompa, tup gecen sene yanlis hatirlamiyorsam 100 bin tl civari idi,",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,ankarada ozel serviste yapildi hocam,short_but_signal
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"tesekkur ederim hocam, kavrama sonrasi yol adaptasyonu yapildi serviste uzerine sertlik devam edince 2 hafta sonra tekrar yapildi ancak sorun devam ediyor malesef.",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Hocam size sacma bir tavsiye vereyim. Eger yaptirdiginiz ustanin isciligine ve uzerindeki malzemelerin kalitesine guveniyorsaniz. Araci boyle kullanmaya devam edin. Normalde alisma sureci kavramini hic dogru bulmasam da alisma surecinde oldugunu varsayalim bu sekilde bir sure kullanin.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"Hocam tesekkurler ancak bundan da sonuc alamadim malesef yaklasik 3bin km oldu bu surecte otoban, sehir ici sakin surus denedim, en cok trafikte belirgin oluyor ic aks'tan olma ihtimalini dusunuyorum ancak sordugum ustalar aks boyle bir belirti vermeyecegini soylediler.",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,En son kavrama setini degistirdiniz sanirim. Yaptirdiginiz usta ne diyor hic ugradiniz mi yanina ?,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"hocam ilginc bi sekilde usta surerken olmuyor, trafiksiz yerde trafik varmis gibi araci hareket ettirrerek suruyor ancak onun yaninda olmadi hic",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Her parcaniz degismis neredeyse. Mekatronik selenoid valfleriniz sikintiya girmis. mekatronik basinci dogru aktaramiyor sanzimana. Mekatronik unite kartsiz 0 fiyati orijinal vitesco marka 25000 tl suanda.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,galiba yapilmadan once de vardi ancak ben kavramanin volantin vs zamaninin geldigini biliyordum o nedenle yapiyor saniyordum,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Ustaya arabayi 1 gun emanet edeceksiniz. Evinden ise isten eve arabayla gidip gelecek. Yani isin ozu is giris-cikis saatlerine denk gelecek.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Tabii usta ile aranizdaki iliskiyi bilemem ancak boyle bir durumda baska da bir yol oldugunu sanmiyorum. Bu kadar para harcadiktan sonra DSG gibi muthis konfor yaratan sanzimanda boyle hissedilmesi normal degil.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"Hocam sasmazda DR DSG var bir ona ugrayin. Gercekten en durust esnaflardan biridir. Sizin derdinize derman olabilir. Bu tarz dsg sikintilarinda en iyi sekilde sorunu cozuyor, giden herkes cok memnun gidip de kizani gormedim daha",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Bu arada bu sizin gittiginiz usta kim ki Ankara'da ilk 3'e girer diyorsunuz. Ozelden de yazabilirsiniz burada soylemek istemezseniz. Genelde sanayi ortaminda oldugum icin ustalar ile akraba gibi olduk,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Bu arada bu tarz yerlere gitmeden evvel randevu alin ki aracinizla daha rahat ilgilenilsin. Cat kapi gidince ustalar diger araclara bakmaktan sizin aracinizla tam ilgilenemiyor.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,Malesef mekatronik calisamaz duruma gelmeden arac arizaya dusmuyor cok kez tecrube ettik arizali araclarda. O yuzden pc baglanip anlamak imkansiz gibi bir sey. Ama anlattiklariniz ve degisen parcalar dahilinde %90 selenoid valf arizasi gozukuyor. Valf set halinde 13 bin tl. direkt kartsiz mekatronik yenilemek daha mantikli. Cunku mekatronik unite basinc yollarindaki kilcal catlaklar bile gozle gorulmeyen ve pc ile tespit edilemeyen arizalara sebep verir.,mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"hocam haklisiniz bunun uzerinde durmamistim hic, peki kartsiz unitede hem selenoidler hem de hidrolik pompa mi oluyor hidrolik pompa da degisenler arasindaydi onceden",mechanical_keywords
Sanziman revizesi ile duzelmeyen konforsuz dur kalk ve vites gecisi problemi hk.,https://www.golftutkusu.com/topic/27816-sanziman-revizesi-ile-duzelmeyen-konforsuz-dur-kalk-ve-vites-gecisi-problemi-hk,1.6_TDI,"Mekatronik unite komple satiliyor. Direkt araca montaj yapiliyor herhangi bir isleme gerek kalmiyor. Yeni mekatronik unite alinirsa eger dikkat edilmesi gereken husus, kavramanin durumudur. Eger kavrama omru azaldiysa vuruntular daha da siddetlenecektir cunku kavramayi mekatronik unite kendisine gore ayarlayip yipratiyor. Yeni mekatronik takildiginda kavrama daha siddetli vurmaya baslar. Temel ayar atilir ya kurtarir ya cop olur kavrama.",mechanical_keywords
Golf 7 Trim sesi,https://www.golftutkusu.com/topic/27844-golf-7-trim-sesi,unknown,bende golf 7.5 var bende de ayni sorun vardi.kapi lastiklerinin icini bogumun ic kismini islak mendil ile guzelce temizledim kum toz minik tas benzeri parcalar cikabiliyor bunlarin birbirine surtmesi ile ciakn bir ses olabilir sonra aldigim silikon spreyi once kapi lastiklerinin ic bogumuna daha sonrada dis yuzeyine siktim sorum cok buyuk bir olcude gitti.buradan bakabilirsiniz.lastik aksama uygulanacak spreyin silikon esasli olmasi gerekir wd 40 yaglayici bir ozelligi var buna dikkat edin.camlardan da ses geldigini tespit ettim siyah bez bant aldim camin kapanirken dayandigi kece gibi ust ksimdaki yere 2-3 adet kucuk kucuk bez bant parcalari yapistirdim buda bayagi etkili oldu sanirim.tavsiye ederim.tum bunlari uygulamaniz 15-20 dakikanizi alir.,mechanical_keywords
Golf 7 Trim sesi,https://www.golftutkusu.com/topic/27844-golf-7-trim-sesi,unknown,NERDEN GELDIGINI BULMANIZ ZOR ses dolasiyor sanki sagda oturuyorum soldan solda oturuyorum sagdan geliyor bismillah dedim kapi lastiklerinden basladim sonra da biraz on konsoldaki trim yerlerine uyguladim ve ozellikle de kapi doseme ile sac aksamin birlesme yerlerine uyguladim buyuk oranda gitti ses su an cok rahatim bir kac ay sonra tekrar uygularim kisin havalarin soguk olmasi da etkili lastik aksamlar sogukta sertlesiyor bir sebep te bu olabilir trim sesleri icin ama uygularken kesinlikle silikon sprey kullanin wd40 olmuyor kullanilacak urun silikon esasli olmali mutlaka,mechanical_keywords
Kameradan su alma mumkun mu?,https://www.golftutkusu.com/topic/27831-kameradan-su-alma-mumkun-mu,unknown,"Arkadaslar selamlar , benim arac 2015 model sol arka koltugun su icinde olmasi uzerine stepneyi actim ve surpriz havuzla karsilastim . Ilk defa oluyor . Sitede benzer bircok konu var okudum o islere dalmadan once sunu ogrenmek istiyorum sadece. Benim arac kamerasi cogu zaman arabayi kapattigimda sanki aktifmis gibi havada kaliyor. Dun aksam inanilmaz yagisliydi acaba oradan su girme ve bu suyun stepnede birikmesi mumkun mu ? Var mi oyle bir baglanti ? Yoksa sorun baska bir yerde mi ?",mechanical_keywords
Kameradan su alma mumkun mu?,https://www.golftutkusu.com/topic/27831-kameradan-su-alma-mumkun-mu,unknown,Senin sorun diger konu daki sorun gibi gorunuyor. Kameradan oyle su almaz.,content_signal
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Iyi aksamlar dilerim butun aileye,short_but_signal
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Aracim 2013 golf 7 bagajda su alma sorunu var,medium_length_no_noise
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Youtube den baktim kronik gibi bir sey galiba cok ornek gordum hava menfezlerinden dolayiymis lakin ben denedim bagajdan yapmayi ama korktum elimde kalacak parcalar diye,medium_length_no_noise
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,"Yetkili servise gidin, bagaj icinin megeslerinin tamaminin yeniden cekilmesi gerekiyor.",mechanical_keywords
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Bende denedim bagajdan yapmayi alyan la aciliyordu actim vidalari ama alamadim parcalari kirilacak diye de zorlamadim,medium_length_no_noise
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Uzay Oto Kaportaci Kemal Usta.,short_but_signal
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,0 km aracta bile bazen menfezlerden su alabiliyor dedi Kemal usta.,mechanical_keywords
Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,unknown,Havalandirma menfezinin altinda balmumu sivisini temizlediginizde altinda  tahliye kapagi goreceksiniz ben o kapagi actim su alma yapmadi.  +  Kapilarda  bu mumdan dolayi  tahliyeyi tikiyor kapilar acikken en altta 3/4 cok kucuk delik goreceksiniz sivri cisimle tikanikligi acin,medium_length_no_noise
Gaza Bas cek yapinca gelen ses nedir (Videolu),https://www.golftutkusu.com/topic/27830-gaza-bas-cek-yapinca-gelen-ses-nedir-videolu,unknown,"Bugun aracim dururken videoya koydugum gibi gaza bas cek yaptiktan sonra bir tik sesi geliyo. Her bas cek yaptiktan sonra geliyor bu ses,",mechanical_keywords
Golf7 bardaklik surgusu tamiri,https://www.golftutkusu.com/topic/27822-golf7-bardaklik-surgusu-tamiri,unknown,Golf7 de bardaklik surgusu bazen takiliyordu ve ayni zamanda cubuklari dustugu icin gevsek duruyordu uzun zamandir. Netten aldigim yeni urun de boyutlari uyumsuz oldugu icin kendim tamir etme yoluna gittim.,medium_length_no_noise
2026 Ekran cezasi,https://www.golftutkusu.com/topic/27803-2026-ekran-cezasi,unknown,Bunu bagajda 5000 watt sistemle bile dinleyebilirsin. Serbest.,medium_length_no_noise
Replika Sinyal Parlakligi,https://www.golftutkusu.com/topic/27791-replika-sinyal-parlakligi,unknown,Merhabalar..Vland marka aldigim led stoplarin sinyalleri asiri parlak yaniyor..Kodlama ile dim ayari da yapilmiyor.. Direnc konulmasi gerektigini okudum.. Bu sorunu nasil cozebilirim?,mechanical_keywords
Replika Sinyal Parlakligi,https://www.golftutkusu.com/topic/27791-replika-sinyal-parlakligi,unknown,Sizinkinde cok rahatsiz edici duzeyde bir parlaklik mi var ki azaltmaya calisiyorsunuz hocam ?,mechanical_keywords
Replika Sinyal Parlakligi,https://www.golftutkusu.com/topic/27791-replika-sinyal-parlakligi,unknown,"Aksamlari belki parlak gorunuyordur biraz, gunduzleri de farkedilebilir olmasi guvenliginiz acisindan iyi gibi",mechanical_keywords
Replika Sinyal Parlakligi,https://www.golftutkusu.com/topic/27791-replika-sinyal-parlakligi,unknown,Arkadakilerin cogu rahatsiz olmustur hocam baya parlak yaniyor gece..Gunduz o kadar dikkat cekici degil..,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,"Arkadaslar selamlar. 1.2 tsi 2016 golfum var. Aracim kisa mesafe gittikten sonra stop edip tekrar calistiginda motor isigi yanip yanip sonuyor gaza bastigimda motor titriyor start-stop hatasi veriyor. Bir sure bekledikten sonra o motor isigi kendi kendine sonuyor titreme sorunu ortadan kalkiyor en sonda start stop duzeliyor. Bu olay 10-15 gunde bir tekrarlaniyor. Bilgisayara baglattigimizda ihtimaller buji ve kotu yakitti. Bujiyi degistirdik, depoya koruyucu bir sivi kattik. Yine yapti. Servise sordugumda 1.2 motor kucuk oldugu icin benzin buhari kaynakli oldugunu 2-3 gunde bir benzin deposu kapagini ac kapa dedi sorun yasamazsin. Gercekten de bir suredir problem yasamiyorum. Ama bunun net bir cozumu yok mu? Her seferinde bunun panigini yasamak istemiyorum",mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Servis cozememis sacmalamis,short_but_signal
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Buji kablosunu kontrol ettirmek gerekebilir,short_but_signal
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Bu sorun hata kodu da birakmadigi icin sorunu tespit edemiyorlar,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Bahsettiginiz sorunlarin aynisini yasiyorum hocam ne eksik ne fazla benim arac da 1.2 tsi haftada 1 2 sefer start stop arizasi yaziyor motor ariza lambasi turuncu renk olarak yanip yanip sonuyor ama sadece bunu sabah ilk marsta cold start da yapiyor.sonra devir bandi 700 lere dusunce hersey normale donuyor lamba sonuyor yazi siliniyor.Bujisini yetkili serviste degistirdim bakimlarini 1000 km once yeni yaptirdim obd den cihaza baglatip bakinca hicbir ariza da yazmiyor bu kronik bi sorun sanirim 1.2 tsi larda ama neden yaptigini kimse bilmiyor cok ilginc bi durum..,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,yakit buhari arizalari genelde kanister valf yuzunden olur sicak havalarda cok tekrarlar,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Yakit aldiginiz markayi degistirdiniz mi yada benzer problem yasayanlar ayni markadan yakit aliyor olabilirler mi? Sadece bir fikir,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,daha once ayni sorunu yasayip servisin dedigi gibi benzin deposu kapagini acip kapayarak sorun giderilmis tecrube edilmistir.  denemekte fayda var.,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Ben bp ultimate kullaniyordum sonra bi ara shell v power kullandim fakat shell de hergun ayni hatayi vermeye basladi tekrar bp ye gectim simdi arada yapiyor bence yakitla pek bi ilgisi yok..turbo wastegate sabah motor sogukken bazen acilmayabiliyor demisti biri kendisi degistirdikten sonra duzelmis..ama ariza kodunun bilgisayarda gozukmemesi sorunun ne oldugu konusunda belirsizlik yaratiyor,mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,"Bu sorun bnde de var ozellikle hava sogukken oluyor start stoper devre disi oluyor isik yanip sonuyor, bence akuden kaynakli",mechanical_keywords
Motor isigi yanip yanip sonuyor.,https://www.golftutkusu.com/topic/18340-motor-isigi-yanip-yanip-sonuyor,1.2_TSI,Cumartesi gunu turbo borusu oringlerini servisten satin alip degistim turbo uzerinde olan yag icin balata spreyi siktim vesgate cubugunu elimle oynattim sonrasinda yaptigim islemler bunlar toplayip mars bastim sorunsuz calisti,mechanical_keywords
