issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
water_pump_thermostat_housing_coolant_leak,Water pump or thermostat housing coolant leak,Coolant leak,cooling,fluid_leak,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,"Low coolant level, visible dried coolant on the front of the engine or belly pan, coolant puddles, low coolant warning.",Failing water pump or thermostat housing.,Replace the water pump and/or thermostat housing. Dealership replacement under warranty.,"[""Low coolant warning"", ""Coolant puddles under car""]",Check for dried coolant residue on engine front and belly pan. Inspect coolant level.,2,2,"[{""video_id"": ""b3YzKwG7HxI"", ""title"": ""7 Things To Look For BEFORE Buying An MK7 VW!"", ""channel"": ""Diego Arias"", ""video_type_category"": ""organic""}, {""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",youtube,high,,2
sunroof_water_leak_squeak_cracks,"Sunroof leaks, squeaks, rattles, and roof cracks",Sunroof issues,body,structural,medium,high,"[""all""]",,,"Water stains or accumulation on headliner (near sun visors), musty smell, leaks during heavy rain, squeaks, rattles, can cause cracks in roof paint.",,"Dealership repair attempts, but problems often recur.","[""Musty smell"", ""Water stains on headliner""]","Inspect headliner for water stains, check for musty odor, examine roof paint for cracks.",2,2,"[{""video_id"": ""b3YzKwG7HxI"", ""title"": ""7 Things To Look For BEFORE Buying An MK7 VW!"", ""channel"": ""Diego Arias"", ""video_type_category"": ""organic""}, {""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",youtube,high,,2
water_pump_thermostat_housing_coolant_leak,Water pump or thermostat housing coolant leak,Coolant leak,cooling,fluid_leak,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,"Low coolant level, visible dried coolant on the front of the engine or belly pan, coolant puddles, low coolant warning.",Failing water pump or thermostat housing.,Replace the water pump and/or thermostat housing. Dealership replacement under warranty.,"[""Low coolant warning"", ""Coolant puddles under car""]",Check for dried coolant residue on engine front and belly pan. Inspect coolant level.,2,2,"[{""video_id"": ""b3YzKwG7HxI"", ""title"": ""7 Things To Look For BEFORE Buying An MK7 VW!"", ""channel"": ""Diego Arias"", ""video_type_category"": ""organic""}, {""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",youtube,high,,2
sunroof_water_leak_squeak_cracks,"Sunroof leaks, squeaks, rattles, and roof cracks",Sunroof issues,body,structural,medium,high,"[""all""]",,,"Water stains or accumulation on headliner (near sun visors), musty smell, leaks during heavy rain, squeaks, rattles, can cause cracks in roof paint.",,"Dealership repair attempts, but problems often recur.","[""Musty smell"", ""Water stains on headliner""]","Inspect headliner for water stains, check for musty odor, examine roof paint for cracks.",2,2,"[{""video_id"": ""b3YzKwG7HxI"", ""title"": ""7 Things To Look For BEFORE Buying An MK7 VW!"", ""channel"": ""Diego Arias"", ""video_type_category"": ""organic""}, {""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",youtube,high,,2
dsg_clunky_shifts,DSG clunky or resistant gear shifts,DSG clunkiness,gearbox,noise,low,medium,"[""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI""]",,,"Gear shifts feel clunkier with more resistance (especially into fourth gear, possibly related to cold weather). The 7-speed DSG is clunky in gears one, two, and three, and holds onto second and third gear too long.",,Technician found no fault; potential need for transmission fluid change despite 'lifetime' specification.,"[""Clunky shifts in low gears"", ""Resistance shifting into fourth""]","Test drive in cold conditions, pay attention to low gear shifts and shift resistance.",2,2,"[{""video_id"": ""Vgxon_BrQck"", ""title"": ""Volkswagen Golf MK7.5, 3 Years Ownership Review (UK)(4K) | Carcode"", ""channel"": ""Carcode"", ""video_type_category"": ""organic""}, {""video_id"": ""hqe8z8XQI2Q"", ""title"": ""3 Years and 40k Miles Later Is The VW GTI The Best Car Ever Made? Ownership Update"", ""channel"": ""Boston Auto Blog"", ""video_type_category"": ""organic""}]",youtube,medium,"Affects different DSG types (DQ200 dry, DQ250/DQ381 wet).",2
carbon_build_up_on_intake_valves,Carbon build-up on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""2.0_TSI""]",,60000 miles,"Reduced engine performance, rough idle, engine performance issues due to carbon deposits.",Side effect of the direct injection fuel system.,"Manual cleaning of valves approximately every 60,000 miles.","[""Rough idle"", ""Loss of power""]",Consider a borescope inspection of intake valves if high mileage.,2,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}, {""video_id"": ""04rxrrv6yyE"", ""title"": ""Golf R buyers guide MK7 & MK7.5 (2013-2021) Avoid buying broken Golf R with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",youtube,high,Common issue for direct injection engines; cleaning interval provided.,1
carbon_build_up_on_intake_valves,Carbon build-up on intake valves,Carbon buildup,engine,wear_item,medium,high,"[""2.0_TSI""]",,60000 miles,"Reduced engine performance, rough idle, engine performance issues due to carbon deposits.",Side effect of the direct injection fuel system.,"Manual cleaning of valves approximately every 60,000 miles.","[""Rough idle"", ""Loss of power""]",Consider a borescope inspection of intake valves if high mileage.,2,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}, {""video_id"": ""04rxrrv6yyE"", ""title"": ""Golf R buyers guide MK7 & MK7.5 (2013-2021) Avoid buying broken Golf R with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",youtube,high,Common issue for direct injection engines; cleaning interval provided.,1
evap_fuel_tank_pump_recall,EVAP system fuel tank pump recall,EVAP recall,fuel,sensor_fault,medium,high,"[""2.0_TSI""]",2015 and 2016,,Clogged charcoal canister.,Faulty pump in the fuel tank for the EVAP system.,Recall code 20Y6 to replace the pump.,"[""Check engine light for EVAP codes""]",Verify if recall 20Y6 has been performed on the vehicle.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",youtube,high,Official recall with specific code.,1
water_pump_housing_leak,Leaking water pump/thermostat housing,Water pump leak,cooling,fluid_leak,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,Water pump is leaking coolant.,Water pump housing is plastic.,Replace the water pump and housing.,"[""Coolant loss"", ""Overheating""]",Inspect for coolant leaks around the water pump housing.,1,1,"[{""video_id"": ""9s5dyDCpGMs"", ""title"": ""120,000 Mile Review: 2018 VW GTI Autobahn (Mk7.5) | Long-Term Ownership Insights"", ""channel"": ""tevo"", ""video_type_category"": ""organic""}]",youtube,high,,1
intake_valve_carbon_buildup,Intake valve carbon buildup,Carbon buildup,engine,chronic_failure,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,160k-177k km,"Performance loss over the past 10,000 miles.",,Carbon cleaning service.,"[""Rough idle"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of intake valves if high mileage.,1,1,"[{""video_id"": ""9s5dyDCpGMs"", ""title"": ""120,000 Mile Review: 2018 VW GTI Autobahn (Mk7.5) | Long-Term Ownership Insights"", ""channel"": ""tevo"", ""video_type_category"": ""organic""}]",youtube,high,,1
water_pump_housing_leak,Leaking water pump/thermostat housing,Water pump leak,cooling,fluid_leak,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,Water pump is leaking coolant.,Water pump housing is plastic.,Replace the water pump and housing.,"[""Coolant loss"", ""Overheating""]",Inspect for coolant leaks around the water pump housing.,1,1,"[{""video_id"": ""9s5dyDCpGMs"", ""title"": ""120,000 Mile Review: 2018 VW GTI Autobahn (Mk7.5) | Long-Term Ownership Insights"", ""channel"": ""tevo"", ""video_type_category"": ""organic""}]",youtube,high,,1
intake_valve_carbon_buildup,Intake valve carbon buildup,Carbon buildup,engine,chronic_failure,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,160k-177k km,"Performance loss over the past 10,000 miles.",,Carbon cleaning service.,"[""Rough idle"", ""Reduced power"", ""Poor fuel economy""]",Consider a borescope inspection of intake valves if high mileage.,1,1,"[{""video_id"": ""9s5dyDCpGMs"", ""title"": ""120,000 Mile Review: 2018 VW GTI Autobahn (Mk7.5) | Long-Term Ownership Insights"", ""channel"": ""tevo"", ""video_type_category"": ""organic""}]",youtube,high,,1
fuel_injector_fouling,Fuel injector fouling/misfires,Fuel injector fouling,fuel,intermittent_fault,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,"Misfires occur, with scan tool indicating fuel injectors as the cause.",,Clean or replace fuel injectors.,"[""Engine misfires"", ""Check engine light""]",Check for fault codes related to fuel injectors or misfires.,1,1,"[{""video_id"": ""9s5dyDCpGMs"", ""title"": ""120,000 Mile Review: 2018 VW GTI Autobahn (Mk7.5) | Long-Term Ownership Insights"", ""channel"": ""tevo"", ""video_type_category"": ""organic""}]",youtube,high,,1
driver_wiper_smear,Driver's side wiper smears windscreen,Wiper smear,body,wear_item,low,high,"[""all""]",,,The driver's side wiper can smear the windscreen when it rains.,,Switching the original wiper for a Bosch alternative seems to sort this.,"[""Poor visibility in rain"", ""Streaking on windshield""]",Test wipers in wet conditions for streaking.,1,1,"[{""video_id"": ""TPoLnxbsqUE"", ""title"": ""Volkswagen Golf Mk7 used review: the best Golf EVER?"", ""channel"": ""Auto Express"", ""video_type_category"": ""organic""}]",youtube,high,,1
driver_wiper_smear,Driver's side wiper smears windscreen,Wiper smear,body,wear_item,low,high,"[""all""]",,,The driver's side wiper can smear the windscreen when it rains.,,Switching the original wiper for a Bosch alternative seems to sort this.,"[""Poor visibility in rain"", ""Streaking on windshield""]",Test wipers in wet conditions for streaking.,1,1,"[{""video_id"": ""TPoLnxbsqUE"", ""title"": ""Volkswagen Golf Mk7 used review: the best Golf EVER?"", ""channel"": ""Auto Express"", ""video_type_category"": ""organic""}]",youtube,high,,1
ea888_engine_issues,EA888 petrol engine common issues,Petrol engine issues,engine,chronic_failure,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,"Plastic oil sump leaks, DSG gearbox overfilled with oil, headlight connector failure, or intake manifold diaphragm tear.","Plastic sump material prone to leaks, excessive gearbox oil, broken connector plug, diaphragm tear.","Replace plastic sump with aluminum, drain excess oil, solder new plug, replace diaphragm.","[""Oil spots under car"", ""Low oil level warnings"", ""Oil seepage around gearbox"", ""One headlight spotlight not functioning"", ""Engine performance issues""]","Inspect engine underside for oil residue, check DSG for leaks, test all headlight functions, check for engine fault codes.",1,1,"[{""video_id"": ""_sosTMZl9is"", ""title"": ""Golf 7 GTI Service & Inspection | Upgrade!"", ""channel"": ""Drive Buy | CF Automotive"", ""video_type_category"": ""organic""}]",youtube,high,"Merged multiple EA888-specific issues: plastic sump leak, DSG overfill, headlight connector failure, intake manifold diaphragm tear.",1
plastic_sump_leak,Plastic oil sump leaks,Oil sump leak,engine,fluid_leak,medium,high,"[""1.8_TSI"", ""2.0_TSI""]",,,Oil sweating or dripping from the bottom of the engine.,Plastic sump material prone to leaks.,Replace plastic sump with an aluminum sump.,"[""Oil spots under car"", ""Low oil level warnings""]","Inspect underside of engine for oil residue, especially around the sump.",1,1,"[{""video_id"": ""_sosTMZl9is"", ""title"": ""Golf 7 GTI Service & Inspection | Upgrade!"", ""channel"": ""Drive Buy | CF Automotive"", ""video_type_category"": ""organic""}]",youtube,high,,1
gearbox_overfill,DSG gearbox overfilled with oil,DSG overfill,gearbox,fluid_leak,low,high,"[""1.8_TSI"", ""2.0_TSI""]",,,"Gearbox sweating oil, likely from the breather.",Excessive gearbox oil causing over-pressurization.,Drain excess oil to correct level.,"[""Oil seepage around gearbox"", ""Breather venting oil""]",Check DSG gearbox for oil leaks and verify service history for correct oil level.,1,1,"[{""video_id"": ""_sosTMZl9is"", ""title"": ""Golf 7 GTI Service & Inspection | Upgrade!"", ""channel"": ""Drive Buy | CF Automotive"", ""video_type_category"": ""organic""}]",youtube,high,,1
headlight_connector_failure,Headlight spotlight connector breakage,Headlight connector failure,electrical,chronic_failure,low,high,"[""1.8_TSI"", ""2.0_TSI""]",,,Headlight spotlight not working due to broken connector.,"Connector plug cover broken, internal breakage.",Solder a new plug from a donor loom.,"[""One headlight spotlight not functioning""]","Test all headlight functions, including spotlights, and inspect wiring connectors.",1,1,"[{""video_id"": ""_sosTMZl9is"", ""title"": ""Golf 7 GTI Service & Inspection | Upgrade!"", ""channel"": ""Drive Buy | CF Automotive"", ""video_type_category"": ""organic""}]",youtube,high,,1
intake_manifold_diaphragm_rip,Intake manifold diaphragm tear,Intake diaphragm tear,engine,chronic_failure,medium,high,"[""2.0_TSI""]",,,The intake manifold diaphragm ripped within the first few months of ownership.,,Replaced the diaphragm.,"[""Engine performance issues"", ""Possible fault codes""]",Check for engine fault codes and inspect intake manifold if performance is poor.,1,1,"[{""video_id"": ""xbX1Qsrxzk8"", ""title"": ""Why You SHOULD Buy A MK7.5 Golf R! (1 Year Ownership Review)"", ""channel"": ""SCVRLETT"", ""video_type_category"": ""organic""}]",youtube,high,,1
haldex_differential_service_requirement,Haldex differential service required,Haldex service,gearbox,wear_item,medium,high,"[""2.0_TSI""]",,,The Haldex differential requires a specific service interval.,,Performed the Haldex service.,"[""AWD system warning light"", ""Reduced traction""]","Verify Haldex service history, typically recommended every 3 years or 30,000 miles.",1,1,"[{""video_id"": ""xbX1Qsrxzk8"", ""title"": ""Why You SHOULD Buy A MK7.5 Golf R! (1 Year Ownership Review)"", ""channel"": ""SCVRLETT"", ""video_type_category"": ""organic""}]",youtube,high,"Applies to AWD models (e.g., Golf R).",1
dsg_transmission_service_requirement,DSG transmission service required,DSG service,gearbox,wear_item,high,high,"[""2.0_TSI""]",,,The DSG transmission has a known upcoming service requirement.,,Planned DSG service.,"[""Rough shifting"", ""Transmission warning light""]","Check DSG service history; interval is typically every 40,000 miles or 4 years.",1,1,"[{""video_id"": ""xbX1Qsrxzk8"", ""title"": ""Why You SHOULD Buy A MK7.5 Golf R! (1 Year Ownership Review)"", ""channel"": ""SCVRLETT"", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item for DSG longevity.,1
roof_water_ingress,Water ingress staining headliner,Roof water leak,body,structural,medium,high,"[""1.4_TSI""]",,,Water ingress through the roof area causing staining on the headliner and fogging inside the car.,,Applied sealant (creep and crack protect) around the roof area to stop the leak.,"[""Damp headliner"", ""Water stains"", ""Interior fogging""]","Inspect headliner for water stains and check roof seals, especially around sunroof if equipped.",1,1,"[{""video_id"": ""Vgxon_BrQck"", ""title"": ""Volkswagen Golf MK7.5, 3 Years Ownership Review (UK)(4K) | Carcode"", ""channel"": ""Carcode"", ""video_type_category"": ""organic""}]",youtube,high,,1
dsg_transmission_service_requirement,DSG transmission service required,DSG service,gearbox,wear_item,high,high,"[""2.0_TSI""]",,,The DSG transmission has a known upcoming service requirement.,,Planned DSG service.,"[""Rough shifting"", ""Transmission warning light""]","Check DSG service history; interval is typically every 40,000 miles or 4 years.",1,1,"[{""video_id"": ""xbX1Qsrxzk8"", ""title"": ""Why You SHOULD Buy A MK7.5 Golf R! (1 Year Ownership Review)"", ""channel"": ""SCVRLETT"", ""video_type_category"": ""organic""}]",youtube,high,Critical maintenance item for DSG longevity.,1
roof_water_ingress,Water ingress staining headliner,Roof water leak,body,structural,medium,high,"[""1.4_TSI""]",,,Water ingress through the roof area causing staining on the headliner and fogging inside the car.,,Applied sealant (creep and crack protect) around the roof area to stop the leak.,"[""Damp headliner"", ""Water stains"", ""Interior fogging""]","Inspect headliner for water stains and check roof seals, especially around sunroof if equipped.",1,1,"[{""video_id"": ""Vgxon_BrQck"", ""title"": ""Volkswagen Golf MK7.5, 3 Years Ownership Review (UK)(4K) | Carcode"", ""channel"": ""Carcode"", ""video_type_category"": ""organic""}]",youtube,high,,1
