issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
r_link_infotainment_system_bugs,R-Link infotainment system bugs and crashes,Infotainment bugs,electrical,intermittent_fault,medium,medium,"[""all""]",,,"The R-Link infotainment system is buggy, slow, crashes, and can lock out climate controls.",Software bugs or hardware limitations,Software update or system reset; may require replacement,"[""Slow response"", ""Frequent reboots""]",Test all infotainment functions and climate controls during a test drive.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Renault Clio Buyer's Guide - Common Problems"", ""channel"": ""Car Buyer's Tips"", ""video_type_category"": ""list_format""}]",youtube,medium,,1
start_stop_battery_drain,Start-stop system causes battery drain,Start-stop battery drain,electrical,chronic_failure,medium,medium,"[""all""]",,,The start-stop system does not work correctly and frequently leads to a dead battery.,Faulty start-stop system or battery sensor,"Replace battery, check sensor, or disable system","[""Start-stop not activating"", ""Battery warning light""]",Check battery health and test start-stop function.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Renault Clio Buyer's Guide - Common Problems"", ""channel"": ""Car Buyer's Tips"", ""video_type_category"": ""list_format""}]",youtube,medium,,1
fuel_gauge_inaccuracy,Inaccurate fuel level gauge reading,Fuel gauge inaccuracy,fuel,sensor_fault,medium,medium,"[""all""]",,,"The fuel gauge shows an inaccurate level, often sticking at half a tank before suddenly indicating empty and stranding the driver.",Faulty fuel level sensor or wiring,Replace fuel level sensor or repair wiring,"[""Gauge sticking"", ""Erratic readings""]",Verify fuel gauge accuracy by filling tank and monitoring readings.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""Renault Clio Buyer's Guide - Common Problems"", ""channel"": ""Car Buyer's Tips"", ""video_type_category"": ""list_format""}]",youtube,medium,,1
oil_leaks_non_solidifying_sealant,Oil leaks from engine sealant,Engine oil leaks,engine,fluid_leak,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,Oil leaks from the engine due to factory-applied non-solidifying sealant degrading over time.,Degraded factory sealant,Reseal engine with proper sealant,"[""Oil spots under car"", ""Low oil level""]","Inspect engine for oil leaks, especially around seals.",1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
rust_sills,Rust on sills hidden by side skirts,Sill rust,body,structural,high,medium,"[""2.0_16V"", ""2.0_RS""]",,,"Rust can occur on the sills, which are hidden by plastic side skirts.",Moisture trapped under side skirts,"Remove skirts, treat rust, and repaint","[""Rust visible at skirt edges"", ""Bubbling paint""]",Remove plastic side skirts if possible to inspect sills for hidden rust.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
oil_leaks_non_solidifying_sealant,Oil leaks from engine sealant,Engine oil leaks,engine,fluid_leak,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,Oil leaks from the engine due to factory-applied non-solidifying sealant degrading over time.,Degraded factory sealant,Reseal engine with proper sealant,"[""Oil spots under car"", ""Low oil level""]","Inspect engine for oil leaks, especially around seals.",1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
r_link_infotainment_system_bugs,R-Link infotainment system bugs and crashes,Infotainment bugs,electrical,intermittent_fault,medium,medium,"[""all""]",,,"The R-Link infotainment system is buggy, slow, crashes, and can lock out climate controls.",Software bugs or hardware limitations,Software update or system reset; may require replacement,"[""Slow response"", ""Frequent reboots""]",Test all infotainment functions and climate controls during a test drive.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
start_stop_battery_drain,Start-stop system causes battery drain,Start-stop battery drain,electrical,chronic_failure,medium,medium,"[""all""]",,,The start-stop system does not work correctly and frequently leads to a dead battery.,Faulty start-stop system or battery sensor,"Replace battery, check sensor, or disable system","[""Start-stop not activating"", ""Battery warning light""]",Check battery health and test start-stop function.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_gauge_inaccuracy,Inaccurate fuel level gauge reading,Fuel gauge inaccuracy,fuel,sensor_fault,medium,medium,"[""all""]",,,"The fuel gauge shows an inaccurate level, often sticking at half a tank before suddenly indicating empty and stranding the driver.",Faulty fuel level sensor or wiring,Replace fuel level sensor or repair wiring,"[""Gauge sticking"", ""Erratic readings""]",Verify fuel gauge accuracy by filling tank and monitoring readings.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
power_steering_switch_leak,Power steering switch leak,Power steering leak,engine,fluid_leak,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,A leak develops from the power steering switch located under the engine.,Faulty power steering switch or seal,Replace power steering switch or seal,"[""Power steering fluid low"", ""Steering stiffness""]",Check power steering fluid level and inspect for leaks under engine.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
washer_jet_blockage,Washer jets become blocked,Washer jet blockage,electrical,chronic_failure,low,medium,"[""2.0_16V"", ""2.0_RS""]",,,Washer jets are infamous for becoming blocked.,Debris or mineral buildup,Clean or replace washer jets,"[""Weak washer spray"", ""No spray""]",Test washer jets during inspection.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
rust_fuel_filler_cap,Rust around fuel filler cap,Fuel cap rust,body,structural,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,Rust can develop around the fuel filler cap area.,Moisture and corrosion,Sand and repaint affected area,"[""Bubbling paint"", ""Visible rust""]",Inspect around fuel filler cap for rust or paint damage.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
front_wiper_linkage_seizure,Front wiper linkage seizes due to corrosion,Wiper linkage seizure,electrical,chronic_failure,medium,high,"[""1.2_16V"", ""1.2_TCE"", ""1.4_16V"", ""1.5_DCI"", ""1.6_16V"", ""2.0_16V"", ""2.0_RS""]",2006,,"Front wipers do not move and the system enters a protection mode, disabling operation.",Corrosion of the wiper linkage mechanism.,Clean or replace the wiper linkage assembly.,"[""Wipers moving slowly or erratically"", ""Grinding noise from wiper motor area""]",Operate wipers at multiple speeds and listen for unusual noises. Check for rust in the scuttle area.,1,1,"[{""video_id"": ""VQ3YHsEDV7I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Often linked to blocked scuttle drains causing water accumulation.,1
scuttle_panel_drain_blockage,Scuttle panel drain channels block,Scuttle drain blockage,body,chronic_failure,medium,high,"[""1.2_16V"", ""1.2_TCE"", ""1.4_16V"", ""1.5_DCI"", ""1.6_16V"", ""2.0_16V"", ""2.0_RS""]",2006,,"Water accumulates in the scuttle panel area, leading to component corrosion.",Blockage of drain channels by leaves and debris.,Regularly clean scuttle panel drains to prevent water buildup.,"[""Water sloshing sounds behind dashboard"", ""Damp footwells""]",Check scuttle area under windshield for debris and ensure drains are clear.,1,1,"[{""video_id"": ""VQ3YHsEDV7I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Can lead to water ingress into interior and electrical issues.,1
rust_rear_arches,Rust on rear wheel arches,Rear arch rust,body,structural,high,high,"[""2.0_16V"", ""2.0_RS""]",,,Rust is appearing on the rear wheel arches on some examples.,"Moisture and road salt accumulation, possibly exacerbated by design.","Cut out rust and weld in new metal, then repaint.","[""Bubbling paint on rear arches"", ""Visible orange/brown corrosion""]",Closely inspect rear wheel arches inside and out for bubbling or flaking paint.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,More common in regions with winter road salting.,1
rust_sills,Rust on sills hidden by side skirts,Sill rust,body,structural,high,medium,"[""2.0_16V"", ""2.0_RS""]",,,"Rust can occur on the sills, which are hidden by plastic side skirts.",Moisture trapped under side skirts,"Remove skirts, treat rust, and repaint","[""Rust visible at skirt edges"", ""Bubbling paint""]",Remove plastic side skirts if possible to inspect sills for hidden rust.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
rear_wheel_bearing_wear,Rear wheel bearing wear,Rear bearing wear,suspension,wear_item,medium,high,"[""2.0_16V"", ""2.0_RS""]",,,"Rear wheel bearings wear out, creating a rumbling noise like roller skates on concrete.",Normal wear or contamination leading to bearing failure.,Replace the affected wheel bearing assembly.,"[""Rumbling or humming noise from rear"", ""Noise changes with speed""]",Lift rear and spin wheels by hand to feel for roughness or listen for noise.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,A common wear item on higher mileage cars.,1
water_ingress_boot,Water ingress in boot/trunk,Boot water leak,body,chronic_failure,medium,high,"[""2.0_16V"", ""2.0_RS""]",,,"Water leaks into the boot, often due to degraded rubber bungs.",Degraded or missing rubber seals/bungs around boot lid or rear lights.,Inspect and replace damaged rubber seals or bungs.,"[""Damp carpet in boot"", ""Musty smell"", ""Water pooling in spare wheel well""]",Check boot carpet and spare wheel well for moisture or signs of rust.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common in older examples; can promote rust.,1
water_ingress_interior,Water ingress into interior carpets,Interior water leak,body,chronic_failure,medium,high,"[""2.0_16V"", ""2.0_RS""]",,,Water finds its way into the interior carpets from blocked scuttle drains or failed door seals.,Blocked scuttle panel drains or deteriorated door/window seals.,Clear scuttle drains and replace faulty seals.,"[""Damp carpets"", ""Condensation on windows"", ""Moldy smell""]","Feel carpet for dampness, especially in footwells. Check door seals for integrity.",1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Often related to scuttle drain blockage issue.,1
power_steering_switch_leak,Power steering switch leak,Power steering leak,engine,fluid_leak,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,A leak develops from the power steering switch located under the engine.,Faulty power steering switch or seal,Replace power steering switch or seal,"[""Power steering fluid low"", ""Steering stiffness""]",Check power steering fluid level and inspect for leaks under engine.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
rust_fuel_filler_cap,Rust around fuel filler cap,Fuel cap rust,body,structural,medium,medium,"[""2.0_16V"", ""2.0_RS""]",,,Rust can develop around the fuel filler cap area.,Moisture and corrosion,Sand and repaint affected area,"[""Bubbling paint"", ""Visible rust""]",Inspect around fuel filler cap for rust or paint damage.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
washer_jet_blockage,Washer jets become blocked,Washer jet blockage,electrical,chronic_failure,low,medium,"[""2.0_16V"", ""2.0_RS""]",,,Washer jets are infamous for becoming blocked.,Debris or mineral buildup,Clean or replace washer jets,"[""Weak washer spray"", ""No spray""]",Test washer jets during inspection.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
water_ingress_body,Water ingress in boot and interior from degraded seals,Body water leaks,body,chronic_failure,medium,high,"[""2.0_16V"", ""2.0_RS""]",,,"Water leaks into the boot or interior carpets, often due to degraded seals or blocked drains.","Degraded or missing rubber seals/bungs around boot lid, rear lights, or doors; blocked scuttle drains.",Inspect and replace damaged rubber seals or bungs; clear scuttle drains.,"[""Damp carpet in boot or footwells"", ""Musty smell"", ""Water pooling in spare wheel well"", ""Condensation on windows""]","Check boot carpet, spare wheel well, and interior footwells for moisture. Inspect door and boot seals for integrity.",1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common in older examples; can promote rust. Boot and interior leaks are related sealing issues.,1
rust_rear_arches,Rust on rear wheel arches,Rear arch rust,body,structural,high,high,"[""2.0_16V"", ""2.0_RS""]",,,Rust is appearing on the rear wheel arches on some examples.,"Moisture and road salt accumulation, possibly exacerbated by design.","Cut out rust and weld in new metal, then repaint.","[""Bubbling paint on rear arches"", ""Visible orange/brown corrosion""]",Closely inspect rear wheel arches inside and out for bubbling or flaking paint.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,More common in regions with winter road salting.,1
rear_wheel_bearing_wear,Rear wheel bearing wear,Rear bearing wear,suspension,wear_item,medium,high,"[""2.0_16V"", ""2.0_RS""]",,,"Rear wheel bearings wear out, creating a rumbling noise like roller skates on concrete.",Normal wear or contamination leading to bearing failure.,Replace the affected wheel bearing assembly.,"[""Rumbling or humming noise from rear"", ""Noise changes with speed""]",Lift rear and spin wheels by hand to feel for roughness or listen for noise.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,A common wear item on higher mileage cars.,1
steering_wheel_melting,Steering wheel leather melts and becomes sticky,Steering wheel melts,other,wear_item,low,high,"[""2.0_16V"", ""2.0_RS""]",,,The cheap leather on the steering wheel melts and becomes sticky to the touch.,"Degradation of steering wheel material due to heat, UV, or sweat.",Replace steering wheel or fit a cover.,"[""Sticky or tacky steering wheel surface"", ""Discoloration""]",Feel the steering wheel for any sticky residue or unusual texture.,1,1,"[{""video_id"": ""gHsrxWl0O2I"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,"Mainly a cosmetic/comfort issue, not mechanical.",1
brake_performance_issues,Poor brake performance and excessive pedal effort,Brake performance issues,brakes,chronic_failure,high,medium,"[""2.0_RS""]",,,"Excessive brake pedal effort required and poor stopping power, leading to low driver confidence.","Possible issues with brake booster, master cylinder, or pad/rotor condition.",Inspect and service brake system components; replace worn parts.,"[""Hard brake pedal"", ""Long stopping distances"", ""Spongy feel""]",Test brake pedal feel and effectiveness during a test drive. Check pad and rotor thickness.,1,1,"[{""video_id"": ""sEt4TeL5AFM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from two closely related raw issues about brake performance.,1
carbon_buildup_valve_deposits,Carbon buildup on intake valves,Carbon buildup,engine,chronic_failure,medium,high,"[""1.2_TCE""]",,,"Loss of power, rough idle, or misfires due to direct injection design allowing carbon accumulation on valves.",Direct fuel injection design lacks fuel wash over intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Reduced engine power"", ""Rough idle"", ""Misfires""]","For higher mileage 1.2 TCE, consider a potential carbon cleaning service history.",1,1,"[{""video_id"": ""U_X59Q2rvUU"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common issue with many direct injection gasoline engines.,1
